gene_id,gene_length,GC_length,GC_prop
ENSAMXG00000003906,795,336,0.422641509
ENSAMXG00000003907,765,283,0.369934641
ENSAMXG00000003908,4287,2375,0.554000467
ENSAMXG00000003909,942,614,0.651804671
ENSAMXG00000003910,1389,711,0.51187905
ENSAMXG00000003911,813,390,0.479704797
ENSAMXG00000003912,3543,1809,0.510584251
ENSAMXG00000003913,1269,709,0.558707644
ENSAMXG00000003914,1545,844,0.546278317
ENSAMXG00000003915,1446,823,0.569156293
ENSAMXG00000003916,942,584,0.619957537
ENSAMXG00000003917,720,416,0.577777778
ENSAMXG00000003918,1071,631,0.589169001
ENSAMXG00000003919,1434,698,0.486750349
ENSAMXG00000003920,1620,926,0.571604938
ENSAMXG00000003921,1218,575,0.472085386
ENSAMXG00000003922,1983,1132,0.570852244
ENSAMXG00000003923,657,322,0.490106545
ENSAMXG00000003924,3642,2045,0.561504668
ENSAMXG00000003925,1224,640,0.522875817
ENSAMXG00000003926,2271,1112,0.489652136
ENSAMXG00000003927,516,269,0.521317829
ENSAMXG00000003928,1947,1128,0.579352851
ENSAMXG00000003929,4242,2239,0.527817067
ENSAMXG00000003930,954,450,0.471698113
ENSAMXG00000003931,1374,766,0.557496361
ENSAMXG00000003932,2859,1490,0.521161245
ENSAMXG00000003933,1671,860,0.514661879
ENSAMXG00000003934,327,151,0.4617737
ENSAMXG00000003935,651,347,0.533026114
ENSAMXG00000003936,582,301,0.517182131
ENSAMXG00000003937,1323,679,0.513227513
ENSAMXG00000003938,1848,972,0.525974026
ENSAMXG00000003939,6789,3538,0.521137134
ENSAMXG00000003940,1917,875,0.456442358
ENSAMXG00000003941,969,560,0.577915377
ENSAMXG00000003942,492,258,0.524390244
ENSAMXG00000003943,1200,680,0.566666667
ENSAMXG00000003944,528,272,0.515151515
ENSAMXG00000003945,513,266,0.518518519
ENSAMXG00000003946,1626,855,0.525830258
ENSAMXG00000003947,771,460,0.596627756
ENSAMXG00000003948,1746,873,0.5
ENSAMXG00000003949,855,442,0.516959064
ENSAMXG00000003950,1017,499,0.4906588
ENSAMXG00000003951,561,270,0.481283422
ENSAMXG00000003952,585,290,0.495726496
ENSAMXG00000003953,675,353,0.522962963
ENSAMXG00000003954,1434,734,0.511854951
ENSAMXG00000003955,1008,486,0.482142857
ENSAMXG00000003956,1347,745,0.553080921
ENSAMXG00000003957,861,411,0.477351916
ENSAMXG00000003958,606,339,0.559405941
ENSAMXG00000003959,3264,1772,0.542892157
ENSAMXG00000003960,1041,539,0.517771374
ENSAMXG00000003961,408,221,0.541666667
ENSAMXG00000003962,5136,2451,0.477219626
ENSAMXG00000003963,414,246,0.594202899
ENSAMXG00000003964,2211,1221,0.552238806
ENSAMXG00000003965,762,345,0.452755906
ENSAMXG00000003966,2430,1338,0.550617284
ENSAMXG00000003967,4614,2416,0.523623754
ENSAMXG00000003968,507,234,0.461538462
ENSAMXG00000003969,2757,1540,0.558578165
ENSAMXG00000003970,489,291,0.595092025
ENSAMXG00000003971,2172,1259,0.579650092
ENSAMXG00000003972,408,216,0.529411765
ENSAMXG00000003973,258,125,0.484496124
ENSAMXG00000003974,855,475,0.555555556
ENSAMXG00000003975,603,308,0.510779436
ENSAMXG00000003976,2082,1050,0.504322767
ENSAMXG00000003977,1836,1051,0.572440087
ENSAMXG00000003978,2838,1569,0.552854123
ENSAMXG00000003979,2055,1016,0.494403893
ENSAMXG00000003980,549,313,0.570127505
ENSAMXG00000003981,324,185,0.570987654
ENSAMXG00000003982,2115,1112,0.525768322
ENSAMXG00000003983,483,249,0.51552795
ENSAMXG00000003984,744,419,0.563172043
ENSAMXG00000003985,837,536,0.640382318
ENSAMXG00000003986,423,240,0.567375887
ENSAMXG00000003987,267,121,0.453183521
ENSAMXG00000003988,1827,970,0.530925014
ENSAMXG00000003989,966,448,0.463768116
ENSAMXG00000003990,1722,964,0.55981417
ENSAMXG00000003991,1305,747,0.572413793
ENSAMXG00000003992,3690,2067,0.560162602
ENSAMXG00000003993,216,103,0.476851852
ENSAMXG00000003994,288,143,0.496527778
ENSAMXG00000003995,708,356,0.502824859
ENSAMXG00000003996,213,101,0.474178404
ENSAMXG00000003997,2451,1184,0.483068135
ENSAMXG00000003998,2046,1036,0.506353861
ENSAMXG00000003999,543,263,0.484346225
ENSAMXG00000004000,444,249,0.560810811
ENSAMXG00000004001,714,349,0.488795518
ENSAMXG00000004002,738,434,0.588075881
ENSAMXG00000004003,612,308,0.503267974
ENSAMXG00000004004,2022,987,0.488130564
ENSAMXG00000004005,777,370,0.476190476
ENSAMXG00000004006,1422,774,0.544303797
ENSAMXG00000004007,744,482,0.647849462
ENSAMXG00000004008,783,456,0.582375479
ENSAMXG00000004009,1395,721,0.516845878
ENSAMXG00000004010,558,257,0.460573477
ENSAMXG00000004011,1998,1094,0.547547548
ENSAMXG00000004012,2283,1210,0.53000438
ENSAMXG00000004013,1062,631,0.594161959
ENSAMXG00000004014,1242,638,0.513687601
ENSAMXG00000004015,1062,557,0.524482109
ENSAMXG00000004016,984,544,0.552845528
ENSAMXG00000004017,2097,1110,0.529327611
ENSAMXG00000004018,432,231,0.534722222
ENSAMXG00000004019,1458,724,0.496570645
ENSAMXG00000004020,6435,3442,0.534887335
ENSAMXG00000004021,1761,969,0.550255537
ENSAMXG00000004022,3186,1632,0.512241055
ENSAMXG00000004023,1662,831,0.5
ENSAMXG00000004024,2250,1165,0.517777778
ENSAMXG00000004025,1437,860,0.598469033
ENSAMXG00000004026,942,423,0.449044586
ENSAMXG00000004027,1899,972,0.511848341
ENSAMXG00000004028,1413,846,0.598726115
ENSAMXG00000004029,912,459,0.503289474
ENSAMXG00000004030,1554,786,0.505791506
ENSAMXG00000004031,7950,3891,0.489433962
ENSAMXG00000004032,870,396,0.455172414
ENSAMXG00000004033,2337,1111,0.475395807
ENSAMXG00000004034,2157,1125,0.521557719
ENSAMXG00000004035,1464,779,0.532103825
ENSAMXG00000004036,861,414,0.480836237
ENSAMXG00000004037,930,468,0.503225806
ENSAMXG00000004038,4230,2375,0.561465721
ENSAMXG00000004039,1722,999,0.580139373
ENSAMXG00000004040,3510,1867,0.531908832
ENSAMXG00000004041,2286,1090,0.476815398
ENSAMXG00000004042,273,135,0.494505495
ENSAMXG00000004043,2322,1308,0.563307494
ENSAMXG00000004044,759,438,0.577075099
ENSAMXG00000004045,2712,1507,0.555678466
ENSAMXG00000004046,690,325,0.471014493
ENSAMXG00000004047,1095,600,0.547945205
ENSAMXG00000004048,1356,859,0.633480826
ENSAMXG00000004049,1062,584,0.549905838
ENSAMXG00000004050,648,322,0.49691358
ENSAMXG00000004051,720,379,0.526388889
ENSAMXG00000004052,483,253,0.523809524
ENSAMXG00000004053,6024,3226,0.535524568
ENSAMXG00000004054,2346,1340,0.571184996
ENSAMXG00000004055,1092,585,0.535714286
ENSAMXG00000004056,1392,645,0.463362069
ENSAMXG00000004057,1563,933,0.596928983
ENSAMXG00000004058,7914,3930,0.496588324
ENSAMXG00000004059,897,448,0.499442586
ENSAMXG00000004060,417,219,0.525179856
ENSAMXG00000004061,468,224,0.478632479
ENSAMXG00000004062,489,251,0.513292434
ENSAMXG00000004063,1326,731,0.551282051
ENSAMXG00000004064,801,511,0.637952559
ENSAMXG00000004065,3399,1677,0.493380406
ENSAMXG00000004066,378,166,0.439153439
ENSAMXG00000004067,993,500,0.503524673
ENSAMXG00000004068,2364,1080,0.456852792
ENSAMXG00000004069,1257,726,0.577565632
ENSAMXG00000004070,543,252,0.464088398
ENSAMXG00000004071,1095,607,0.5543379
ENSAMXG00000004072,339,206,0.607669617
ENSAMXG00000004073,2730,1541,0.564468864
ENSAMXG00000004074,2121,1161,0.54738331
ENSAMXG00000004075,1401,793,0.566024268
ENSAMXG00000004076,1794,904,0.503901895
ENSAMXG00000004077,372,183,0.491935484
ENSAMXG00000004078,2265,1258,0.555408389
ENSAMXG00000004079,1059,529,0.499527856
ENSAMXG00000004080,1083,600,0.55401662
ENSAMXG00000004081,936,496,0.52991453
ENSAMXG00000004082,5190,2705,0.521194605
ENSAMXG00000004083,1374,786,0.572052402
ENSAMXG00000004084,1266,568,0.448657188
ENSAMXG00000004085,786,461,0.586513995
ENSAMXG00000004086,1071,639,0.596638655
ENSAMXG00000004087,1443,836,0.579348579
ENSAMXG00000004088,375,185,0.493333333
ENSAMXG00000004089,2706,1328,0.490761271
ENSAMXG00000004090,2484,1216,0.489533011
ENSAMXG00000004091,651,393,0.603686636
ENSAMXG00000004092,612,404,0.660130719
ENSAMXG00000004093,735,425,0.578231293
ENSAMXG00000004094,1770,901,0.509039548
ENSAMXG00000004095,813,412,0.506765068
ENSAMXG00000004096,1854,788,0.425026969
ENSAMXG00000004097,3315,1690,0.509803922
ENSAMXG00000004098,2358,1277,0.541560645
ENSAMXG00000004099,1071,566,0.528478058
ENSAMXG00000004100,3678,1807,0.491299619
ENSAMXG00000004101,1974,1132,0.573454914
ENSAMXG00000004102,1671,823,0.492519449
ENSAMXG00000004103,2496,1426,0.571314103
ENSAMXG00000004104,1287,702,0.545454545
ENSAMXG00000004105,1428,718,0.50280112
ENSAMXG00000004106,1101,526,0.477747502
ENSAMXG00000004107,690,341,0.494202899
ENSAMXG00000004108,1575,764,0.485079365
ENSAMXG00000004109,393,206,0.524173028
ENSAMXG00000004110,708,328,0.463276836
ENSAMXG00000004111,6783,3278,0.483266991
ENSAMXG00000004112,333,155,0.465465465
ENSAMXG00000004113,393,186,0.473282443
ENSAMXG00000004114,267,138,0.516853933
ENSAMXG00000004115,1854,1015,0.547464941
ENSAMXG00000004116,906,404,0.445916115
ENSAMXG00000004117,2547,1417,0.556340793
ENSAMXG00000004118,600,315,0.525
ENSAMXG00000004119,705,378,0.536170213
ENSAMXG00000004120,909,500,0.550055006
ENSAMXG00000004121,780,430,0.551282051
ENSAMXG00000004122,1608,809,0.503109453
ENSAMXG00000004123,996,454,0.455823293
ENSAMXG00000004124,546,291,0.532967033
ENSAMXG00000004125,504,281,0.557539683
ENSAMXG00000004126,789,437,0.553865653
ENSAMXG00000004127,309,163,0.527508091
ENSAMXG00000004128,1266,636,0.502369668
ENSAMXG00000004129,1065,483,0.453521127
ENSAMXG00000004130,477,254,0.532494759
ENSAMXG00000004131,1062,610,0.574387947
ENSAMXG00000004132,927,395,0.426105717
ENSAMXG00000004133,4302,2118,0.492329149
ENSAMXG00000004134,177,75,0.423728814
ENSAMXG00000004135,1395,820,0.58781362
ENSAMXG00000004136,1179,739,0.626802375
ENSAMXG00000004137,1857,949,0.511039311
ENSAMXG00000004138,720,334,0.463888889
ENSAMXG00000004139,1137,641,0.563764292
ENSAMXG00000004140,2142,1224,0.571428571
ENSAMXG00000004141,516,283,0.548449612
ENSAMXG00000004142,348,185,0.531609195
ENSAMXG00000004143,909,414,0.455445545
ENSAMXG00000004144,1722,856,0.4970964
ENSAMXG00000004145,3372,1686,0.5
ENSAMXG00000004146,2961,1495,0.504896994
ENSAMXG00000004147,573,342,0.596858639
ENSAMXG00000004148,816,403,0.493872549
ENSAMXG00000004149,1275,590,0.462745098
ENSAMXG00000004150,417,229,0.549160671
ENSAMXG00000004151,561,278,0.495543672
ENSAMXG00000004152,723,429,0.593360996
ENSAMXG00000004153,1071,585,0.546218487
ENSAMXG00000004154,588,367,0.62414966
ENSAMXG00000004155,2883,1348,0.467568505
ENSAMXG00000004156,2865,1610,0.561954625
ENSAMXG00000004157,2259,1185,0.524568393
ENSAMXG00000004158,2268,1200,0.529100529
ENSAMXG00000004159,1470,793,0.539455782
ENSAMXG00000004160,2361,1200,0.508259212
ENSAMXG00000004161,2019,1019,0.5047053
ENSAMXG00000004162,258,125,0.484496124
ENSAMXG00000004163,615,381,0.619512195
ENSAMXG00000004164,1893,947,0.500264131
ENSAMXG00000004165,1425,711,0.498947368
ENSAMXG00000004166,567,320,0.564373898
ENSAMXG00000004167,489,255,0.521472393
ENSAMXG00000004168,564,283,0.50177305
ENSAMXG00000004169,519,297,0.572254335
ENSAMXG00000004170,537,267,0.497206704
ENSAMXG00000004171,843,494,0.586002372
ENSAMXG00000004172,1671,812,0.485936565
ENSAMXG00000004173,1164,667,0.573024055
ENSAMXG00000004174,741,411,0.55465587
ENSAMXG00000004175,387,207,0.534883721
ENSAMXG00000004176,288,138,0.479166667
ENSAMXG00000004177,660,349,0.528787879
ENSAMXG00000004178,1083,469,0.433056325
ENSAMXG00000004179,2526,1231,0.48733175
ENSAMXG00000004180,2037,955,0.468826706
ENSAMXG00000004181,594,307,0.516835017
ENSAMXG00000004182,303,133,0.438943894
ENSAMXG00000004183,1614,882,0.546468401
ENSAMXG00000004184,534,304,0.56928839
ENSAMXG00000004185,507,280,0.552268245
ENSAMXG00000004186,615,329,0.53495935
ENSAMXG00000004187,2322,1157,0.498277347
ENSAMXG00000004188,795,418,0.525786164
ENSAMXG00000004189,489,248,0.507157464
ENSAMXG00000004190,759,427,0.562582345
ENSAMXG00000004191,393,150,0.381679389
ENSAMXG00000004192,747,487,0.651941098
ENSAMXG00000004193,279,163,0.584229391
ENSAMXG00000004194,720,361,0.501388889
ENSAMXG00000004195,408,199,0.487745098
ENSAMXG00000004196,4557,2398,0.526223393
ENSAMXG00000004197,759,400,0.527009223
ENSAMXG00000004198,651,345,0.529953917
ENSAMXG00000004199,2463,1170,0.475030451
ENSAMXG00000004200,1062,637,0.599811676
ENSAMXG00000004201,1062,598,0.563088512
ENSAMXG00000004202,2409,1110,0.460772105
ENSAMXG00000004203,5679,2983,0.525268533
ENSAMXG00000004204,2568,1285,0.500389408
ENSAMXG00000004205,1968,1004,0.510162602
ENSAMXG00000004206,876,416,0.474885845
ENSAMXG00000004207,2106,1184,0.562203229
ENSAMXG00000004208,387,185,0.478036176
ENSAMXG00000004209,3318,1720,0.518384569
ENSAMXG00000004210,318,150,0.471698113
ENSAMXG00000004211,3243,1419,0.437557817
ENSAMXG00000004212,285,140,0.49122807
ENSAMXG00000004213,726,376,0.517906336
ENSAMXG00000004214,1170,525,0.448717949
ENSAMXG00000004215,4035,2186,0.541759603
ENSAMXG00000004216,702,361,0.514245014
ENSAMXG00000004217,447,205,0.458612975
ENSAMXG00000004218,3390,1714,0.50560472
ENSAMXG00000004219,1020,454,0.445098039
ENSAMXG00000004220,873,411,0.470790378
ENSAMXG00000004221,3861,2041,0.528619529
ENSAMXG00000004222,1833,990,0.5400982
ENSAMXG00000004223,771,401,0.520103761
ENSAMXG00000004224,1692,903,0.533687943
ENSAMXG00000004225,795,475,0.597484277
ENSAMXG00000004226,1371,736,0.536834427
ENSAMXG00000004227,816,430,0.526960784
ENSAMXG00000004228,4809,2581,0.536702017
ENSAMXG00000004229,771,404,0.523994812
ENSAMXG00000004230,1947,998,0.512583462
ENSAMXG00000004231,1647,949,0.57619915
ENSAMXG00000004232,1077,526,0.488393686
ENSAMXG00000004233,2799,1665,0.594855305
ENSAMXG00000004234,1707,804,0.471001757
ENSAMXG00000004235,402,177,0.440298507
ENSAMXG00000004236,2202,1066,0.484105359
ENSAMXG00000004237,969,542,0.559339525
ENSAMXG00000004238,1011,515,0.509396637
ENSAMXG00000004239,2034,1088,0.534906588
ENSAMXG00000004240,1815,876,0.482644628
ENSAMXG00000004241,1434,821,0.572524407
ENSAMXG00000004242,1200,652,0.543333333
ENSAMXG00000004243,657,385,0.585996956
ENSAMXG00000004244,2004,1109,0.553393214
ENSAMXG00000004245,4266,2080,0.487576184
ENSAMXG00000004246,705,402,0.570212766
ENSAMXG00000004247,2163,1229,0.568192325
ENSAMXG00000004248,468,233,0.497863248
ENSAMXG00000004249,543,257,0.473296501
ENSAMXG00000004250,1515,790,0.521452145
ENSAMXG00000004251,2640,1299,0.492045455
ENSAMXG00000004252,687,359,0.522561863
ENSAMXG00000004253,1098,730,0.664845173
ENSAMXG00000004254,1173,682,0.581415175
ENSAMXG00000004255,1476,932,0.631436314
ENSAMXG00000004256,1731,913,0.527440786
ENSAMXG00000004257,393,231,0.58778626
ENSAMXG00000004258,459,229,0.498910675
ENSAMXG00000004259,1302,730,0.560675883
ENSAMXG00000004260,2043,1055,0.516397455
ENSAMXG00000004261,2040,1075,0.526960784
ENSAMXG00000004262,876,482,0.550228311
ENSAMXG00000004263,1866,944,0.505894962
ENSAMXG00000004264,1128,595,0.52748227
ENSAMXG00000004265,369,218,0.590785908
ENSAMXG00000004266,189,105,0.555555556
ENSAMXG00000004267,216,106,0.490740741
ENSAMXG00000004268,1740,942,0.54137931
ENSAMXG00000004269,591,295,0.499153976
ENSAMXG00000004270,2190,1113,0.508219178
ENSAMXG00000004271,723,358,0.495159059
ENSAMXG00000004272,3105,1675,0.539452496
ENSAMXG00000004273,981,543,0.55351682
ENSAMXG00000004274,2184,1297,0.593864469
ENSAMXG00000004275,771,393,0.509727626
ENSAMXG00000004276,975,403,0.413333333
ENSAMXG00000004277,609,291,0.477832512
ENSAMXG00000004278,747,337,0.451137885
ENSAMXG00000004279,1614,762,0.472118959
ENSAMXG00000004280,2277,1208,0.530522617
ENSAMXG00000004281,1023,560,0.54740958
ENSAMXG00000004282,1437,707,0.491997216
ENSAMXG00000004283,909,552,0.607260726
ENSAMXG00000004284,300,152,0.506666667
ENSAMXG00000004285,867,520,0.599769319
ENSAMXG00000004286,996,424,0.425702811
ENSAMXG00000004287,2061,1029,0.499272198
ENSAMXG00000004288,225,108,0.48
ENSAMXG00000004289,1473,785,0.532926001
ENSAMXG00000004290,3729,2217,0.594529364
ENSAMXG00000004291,1101,523,0.475022707
ENSAMXG00000004292,3486,1944,0.557659208
ENSAMXG00000004293,762,338,0.443569554
ENSAMXG00000004294,2556,1365,0.534037559
ENSAMXG00000004295,2727,1421,0.521085442
ENSAMXG00000004296,3003,1653,0.55044955
ENSAMXG00000004297,1044,564,0.540229885
ENSAMXG00000004298,2535,1416,0.558579882
ENSAMXG00000004299,237,101,0.426160338
ENSAMXG00000004300,783,390,0.498084291
ENSAMXG00000004301,3531,1710,0.484282073
ENSAMXG00000004302,1302,701,0.538402458
ENSAMXG00000004303,1680,912,0.542857143
ENSAMXG00000004304,2196,1068,0.486338798
ENSAMXG00000004305,348,142,0.408045977
ENSAMXG00000004306,2142,1017,0.474789916
ENSAMXG00000004307,1821,1043,0.572762219
ENSAMXG00000004308,1110,596,0.536936937
ENSAMXG00000004309,2700,1483,0.549259259
ENSAMXG00000004310,999,443,0.443443443
ENSAMXG00000004311,1929,948,0.491446345
ENSAMXG00000004312,927,423,0.45631068
ENSAMXG00000004313,2982,1449,0.485915493
ENSAMXG00000004314,1071,491,0.458450047
ENSAMXG00000004315,2487,1356,0.545235223
ENSAMXG00000004316,489,288,0.588957055
ENSAMXG00000004317,852,437,0.512910798
ENSAMXG00000004318,1161,666,0.573643411
ENSAMXG00000004319,1266,714,0.563981043
ENSAMXG00000004320,2163,1157,0.534905224
ENSAMXG00000004321,1020,539,0.528431373
ENSAMXG00000004322,237,113,0.476793249
ENSAMXG00000004323,867,423,0.487889273
ENSAMXG00000004324,591,288,0.487309645
ENSAMXG00000004325,1005,512,0.509452736
ENSAMXG00000004326,1113,637,0.572327044
ENSAMXG00000004327,1872,1044,0.557692308
ENSAMXG00000004328,1089,689,0.632690542
ENSAMXG00000004329,1029,565,0.549076774
ENSAMXG00000004330,267,142,0.531835206
ENSAMXG00000004331,369,207,0.56097561
ENSAMXG00000004332,3600,1827,0.5075
ENSAMXG00000004333,1695,846,0.499115044
ENSAMXG00000004334,1998,1085,0.543043043
ENSAMXG00000004335,648,365,0.563271605
ENSAMXG00000004336,2223,1194,0.537112011
ENSAMXG00000004337,711,315,0.443037975
ENSAMXG00000004338,570,280,0.49122807
ENSAMXG00000004339,1233,635,0.515004055
ENSAMXG00000004340,11235,6063,0.53965287
ENSAMXG00000004341,891,514,0.57687991
ENSAMXG00000004342,1668,915,0.548561151
ENSAMXG00000004343,765,412,0.538562092
ENSAMXG00000004344,903,404,0.447397564
ENSAMXG00000004345,1023,554,0.541544477
ENSAMXG00000004346,408,203,0.49754902
ENSAMXG00000004347,315,163,0.517460317
ENSAMXG00000004348,2661,1427,0.536264562
ENSAMXG00000004349,471,234,0.496815287
ENSAMXG00000004350,237,119,0.502109705
ENSAMXG00000004351,549,359,0.653916211
ENSAMXG00000004352,933,481,0.515541265
ENSAMXG00000004353,12228,5940,0.485770363
ENSAMXG00000004354,1047,594,0.567335244
ENSAMXG00000004355,1782,934,0.524130191
ENSAMXG00000004356,963,502,0.521287643
ENSAMXG00000004357,639,348,0.544600939
ENSAMXG00000004358,1524,940,0.6167979
ENSAMXG00000004359,2202,989,0.449137148
ENSAMXG00000004360,978,536,0.54805726
ENSAMXG00000004361,1029,573,0.556851312
ENSAMXG00000004362,2460,1233,0.501219512
ENSAMXG00000004363,3126,1702,0.544465771
ENSAMXG00000004364,525,270,0.514285714
ENSAMXG00000004365,399,224,0.561403509
ENSAMXG00000004366,915,490,0.535519126
ENSAMXG00000004367,336,184,0.547619048
ENSAMXG00000004368,1176,632,0.537414966
ENSAMXG00000004369,855,440,0.514619883
ENSAMXG00000004370,2622,1499,0.571700992
ENSAMXG00000004371,630,352,0.558730159
ENSAMXG00000004372,2547,1192,0.46800157
ENSAMXG00000004373,1383,765,0.553145336
ENSAMXG00000004374,735,435,0.591836735
ENSAMXG00000004375,273,137,0.501831502
ENSAMXG00000004376,2517,1436,0.570520461
ENSAMXG00000004377,453,238,0.525386313
ENSAMXG00000004378,207,97,0.468599034
ENSAMXG00000004379,2478,1150,0.464083939
ENSAMXG00000004380,2097,1031,0.491654745
ENSAMXG00000004381,3069,1705,0.555555556
ENSAMXG00000004382,3135,1447,0.461562998
ENSAMXG00000004383,2352,1217,0.517431973
ENSAMXG00000004384,1809,860,0.475400774
ENSAMXG00000004385,567,288,0.507936508
ENSAMXG00000004386,1953,982,0.50281618
ENSAMXG00000004387,1386,834,0.601731602
ENSAMXG00000004388,516,263,0.509689922
ENSAMXG00000004389,1314,752,0.572298326
ENSAMXG00000004390,927,577,0.622437972
ENSAMXG00000004391,492,235,0.477642276
ENSAMXG00000004392,393,206,0.524173028
ENSAMXG00000004393,696,445,0.639367816
ENSAMXG00000004394,1146,489,0.426701571
ENSAMXG00000004395,897,391,0.435897436
ENSAMXG00000004396,3789,2068,0.545790446
ENSAMXG00000004397,1197,618,0.516290727
ENSAMXG00000004398,3657,1870,0.5113481
ENSAMXG00000004399,1215,656,0.539917695
ENSAMXG00000004400,594,312,0.525252525
ENSAMXG00000004401,483,248,0.513457557
ENSAMXG00000004402,2613,1495,0.572139303
ENSAMXG00000004403,5427,2965,0.546342362
ENSAMXG00000004404,1248,626,0.501602564
ENSAMXG00000004405,366,187,0.510928962
ENSAMXG00000004406,5061,2874,0.567871962
ENSAMXG00000004407,3264,1754,0.537377451
ENSAMXG00000004408,1332,630,0.472972973
ENSAMXG00000004409,3474,1719,0.494818653
ENSAMXG00000004410,750,421,0.561333333
ENSAMXG00000004411,1179,562,0.476675148
ENSAMXG00000004412,2841,1407,0.495248152
ENSAMXG00000004413,420,176,0.419047619
ENSAMXG00000004414,2661,1512,0.568207441
ENSAMXG00000004415,1554,850,0.546975547
ENSAMXG00000004416,4533,2169,0.478491066
ENSAMXG00000004417,1071,496,0.463118581
ENSAMXG00000004418,1788,998,0.558165548
ENSAMXG00000004419,2634,1313,0.498481397
ENSAMXG00000004420,321,168,0.523364486
ENSAMXG00000004421,13635,6845,0.502016868
ENSAMXG00000004422,645,308,0.47751938
ENSAMXG00000004423,1173,656,0.559249787
ENSAMXG00000004424,1995,1189,0.595989975
ENSAMXG00000004425,1884,875,0.464437367
ENSAMXG00000004426,1476,807,0.546747967
ENSAMXG00000004427,2613,1401,0.536165327
ENSAMXG00000004428,426,194,0.455399061
ENSAMXG00000004429,705,345,0.489361702
ENSAMXG00000004430,711,415,0.583684951
ENSAMXG00000004431,2163,1193,0.551548775
ENSAMXG00000004432,2409,1228,0.509755085
ENSAMXG00000004433,813,493,0.606396064
ENSAMXG00000004434,696,369,0.530172414
ENSAMXG00000004435,1146,573,0.5
ENSAMXG00000004436,273,133,0.487179487
ENSAMXG00000004437,3690,1839,0.498373984
ENSAMXG00000004438,1137,705,0.62005277
ENSAMXG00000004439,606,325,0.53630363
ENSAMXG00000004440,327,155,0.474006116
ENSAMXG00000004441,6171,3208,0.519850916
ENSAMXG00000004442,666,362,0.543543544
ENSAMXG00000004443,1845,977,0.529539295
ENSAMXG00000004444,213,104,0.488262911
ENSAMXG00000004445,591,297,0.502538071
ENSAMXG00000004446,3186,1618,0.50784683
ENSAMXG00000004447,585,304,0.51965812
ENSAMXG00000004448,1128,694,0.615248227
ENSAMXG00000004449,1662,847,0.509626955
ENSAMXG00000004450,1380,669,0.484782609
ENSAMXG00000004451,1209,550,0.454921423
ENSAMXG00000004452,450,226,0.502222222
ENSAMXG00000004453,1959,990,0.505359877
ENSAMXG00000004454,930,469,0.504301075
ENSAMXG00000004455,3462,1786,0.515886771
ENSAMXG00000004456,1137,523,0.45998241
ENSAMXG00000004457,2163,1114,0.515025428
ENSAMXG00000004458,4410,2294,0.520181406
ENSAMXG00000004459,1530,877,0.573202614
ENSAMXG00000004460,921,443,0.480998914
ENSAMXG00000004461,3654,1909,0.52244116
ENSAMXG00000004462,2187,1103,0.50434385
ENSAMXG00000004463,651,348,0.534562212
ENSAMXG00000004464,4281,2298,0.53679047
ENSAMXG00000004465,3246,1830,0.563770795
ENSAMXG00000004466,1866,1003,0.537513398
ENSAMXG00000004467,282,173,0.613475177
ENSAMXG00000004468,1254,743,0.592503987
ENSAMXG00000004469,3837,2059,0.536617149
ENSAMXG00000004470,1110,509,0.458558559
ENSAMXG00000004471,1350,751,0.556296296
ENSAMXG00000004472,747,348,0.465863454
ENSAMXG00000004473,5895,3123,0.529770992
ENSAMXG00000004474,2670,1522,0.570037453
ENSAMXG00000004475,630,305,0.484126984
ENSAMXG00000004476,252,100,0.396825397
ENSAMXG00000004477,1047,595,0.568290353
ENSAMXG00000004478,2439,1284,0.526445264
ENSAMXG00000004479,1119,521,0.465594281
ENSAMXG00000004480,1557,762,0.489402697
ENSAMXG00000004481,645,334,0.517829457
ENSAMXG00000004482,1338,672,0.502242152
ENSAMXG00000004483,1200,607,0.505833333
ENSAMXG00000004484,870,504,0.579310345
ENSAMXG00000004485,423,217,0.513002364
ENSAMXG00000004486,1491,768,0.515090543
ENSAMXG00000004487,1389,690,0.496760259
ENSAMXG00000004488,4122,2172,0.526928675
ENSAMXG00000004489,663,317,0.478129713
ENSAMXG00000004490,2382,1481,0.621746432
ENSAMXG00000004491,3207,1665,0.519176801
ENSAMXG00000004492,384,208,0.541666667
ENSAMXG00000004493,3147,1831,0.581823959
ENSAMXG00000004494,1311,665,0.507246377
ENSAMXG00000004495,2661,1304,0.490041338
ENSAMXG00000004496,1476,745,0.504742547
ENSAMXG00000004497,1575,713,0.452698413
ENSAMXG00000004498,429,209,0.487179487
ENSAMXG00000004499,2961,1585,0.535292131
ENSAMXG00000004500,2931,1587,0.541453429
ENSAMXG00000004501,2868,1574,0.548814505
ENSAMXG00000004502,333,158,0.474474474
ENSAMXG00000004503,1152,589,0.511284722
ENSAMXG00000004504,1956,973,0.497443763
ENSAMXG00000004505,1278,676,0.528951487
ENSAMXG00000004506,1236,818,0.661812298
ENSAMXG00000004507,2046,1019,0.498044966
ENSAMXG00000004508,468,230,0.491452991
ENSAMXG00000004509,249,126,0.506024096
ENSAMXG00000004510,369,188,0.509485095
ENSAMXG00000004511,1686,914,0.542111507
ENSAMXG00000004512,273,126,0.461538462
ENSAMXG00000004513,699,402,0.575107296
ENSAMXG00000004514,1788,985,0.550894855
ENSAMXG00000004515,1413,800,0.566171267
ENSAMXG00000004516,8010,4092,0.510861423
ENSAMXG00000004517,1830,1067,0.583060109
