gene_id,gene_length,GC_length,GC_prop,mean,median,longest_isoform,merged,exon_number,SSR,HPR
ENSAMXG00000002685,1899,920,0.484465508,2027,2027,2027,2027,18,1,0
ENSAMXG00000002686,1683,903,0.536541889,2946,2946,2946,2946,4,1,1
ENSAMXG00000002687,2916,1451,0.497599451,2916,2916,2916,2916,21,1,0
ENSAMXG00000002688,1161,537,0.4625323,1668,1668,1668,1668,10,0,0
ENSAMXG00000002689,471,266,0.564755839,1043,1043,1043,1043,4,1,1
ENSAMXG00000002690,1146,721,0.629144852,1146,1146,1146,1146,2,1,0
ENSAMXG00000002691,699,424,0.60658083,1598,1598,1598,1598,6,1,1
ENSAMXG00000002692,357,204,0.571428571,357,357,357,357,2,1,1
ENSAMXG00000002693,375,148,0.394666667,1121,1121,1121,1121,3,1,1
ENSAMXG00000002694,1938,1030,0.531475748,1976,1976,1976,1976,9,1,0
ENSAMXG00000002695,2277,1022,0.448836188,2290,2290,2290,2290,13,1,1
ENSAMXG00000002696,525,273,0.52,2197,2197,2197,2197,7,0,0
ENSAMXG00000002697,1299,759,0.584295612,5521,5521,5521,5521,9,1,0
ENSAMXG00000002698,867,420,0.484429066,867,867,867,867,3,1,1
ENSAMXG00000002699,291,143,0.491408935,1024,1024,1024,1024,4,0,0
ENSAMXG00000002700,243,127,0.522633745,243,243,243,243,3,1,0
ENSAMXG00000002701,1038,535,0.515414258,1304,1304,1304,1304,7,1,1
ENSAMXG00000002702,756,395,0.522486772,2710,2710,2710,2710,5,1,0
ENSAMXG00000002703,1809,616,0.340519624,1809,1809,1809,1809,4,1,1
ENSAMXG00000002704,1833,956,0.521549373,4419,4419,4419,4419,18,1,1
ENSAMXG00000002705,6087,3396,0.557910301,6307,6307,6307,6307,37,0,0
ENSAMXG00000002706,1260,614,0.487301587,1260,1260,1260,1260,9,1,1
ENSAMXG00000002707,627,287,0.457735247,627,627,627,627,6,1,0
ENSAMXG00000002708,1023,541,0.528836755,1024,1024,1024,1024,8,1,1
ENSAMXG00000002709,396,214,0.54040404,412,412,412,412,2,1,0
ENSAMXG00000002710,1278,686,0.536776213,6176,6176,6176,6176,9,1,1
ENSAMXG00000002711,3231,1860,0.575673166,3231,3231,3231,3231,11,1,1
ENSAMXG00000002712,1074,581,0.540968343,1971,1971,1971,1971,7,1,0
ENSAMXG00000002713,2409,1367,0.567455376,2409,2409,2409,2409,18,1,1
ENSAMXG00000002714,765,448,0.585620915,1191,1191,1191,1191,5,1,1
ENSAMXG00000002715,3906,2185,0.559395801,3906,3906,3906,3906,16,1,0
ENSAMXG00000002716,1071,515,0.48085901,1130,1130,1130,1130,9,1,0
ENSAMXG00000002717,975,402,0.412307692,1453,1453,1453,1453,8,1,1
ENSAMXG00000002718,882,444,0.503401361,1000,1000,1000,1000,4,1,1
ENSAMXG00000002719,762,404,0.530183727,762,762,762,762,2,0,0
ENSAMXG00000002720,564,326,0.578014184,1429,1429,1429,1429,2,1,0
ENSAMXG00000002721,693,400,0.577200577,1341,1341,1341,1341,2,1,1
ENSAMXG00000002722,207,107,0.516908213,1148,1148,1148,1148,2,1,0
ENSAMXG00000002723,591,317,0.536379019,4470,4470,4470,4470,4,1,1
ENSAMXG00000002724,1548,926,0.598191214,1766,1766,1766,1766,2,1,1
ENSAMXG00000002725,2292,1276,0.556719023,2431,2280,2592,2654,19,1,1
ENSAMXG00000002726,1320,665,0.503787879,5060,5060,5060,5060,4,1,1
ENSAMXG00000002727,1482,762,0.51417004,1906,1906,1906,1906,14,1,1
ENSAMXG00000002728,1452,729,0.502066116,1452,1452,1452,1452,8,0,0
ENSAMXG00000002729,2589,1350,0.521436848,5264,5264,5264,5264,17,1,0
ENSAMXG00000002730,2538,1219,0.480299448,2600,2600,2600,2600,26,1,1
ENSAMXG00000002731,1146,648,0.565445026,1198,1198,1198,1198,6,1,1
ENSAMXG00000002732,261,127,0.486590038,842,842,842,842,6,1,1
ENSAMXG00000002733,864,464,0.537037037,1700,1700,1700,1700,8,1,0
ENSAMXG00000002734,5874,2980,0.507320395,5952,5952,5952,5952,22,1,0
ENSAMXG00000002735,1953,976,0.499743984,6766,6766,6766,6766,18,1,0
ENSAMXG00000002736,2310,1145,0.495670996,2454,2454,2454,2454,15,1,0
ENSAMXG00000002737,972,529,0.544238683,1446,1446,1446,1446,16,1,0
ENSAMXG00000002738,3126,1825,0.58381318,3126,3126,3126,3126,17,1,0
ENSAMXG00000002739,909,419,0.460946095,1984,1984,1984,1984,6,1,1
ENSAMXG00000002740,1455,684,0.470103093,1874,1874,1874,1874,9,1,1
ENSAMXG00000002741,2529,1155,0.456702254,2529,2529,2529,2529,3,1,0
ENSAMXG00000002742,471,254,0.539278132,947,947,947,947,3,0,0
ENSAMXG00000002743,528,287,0.543560606,1472,1479,1479,1479,5,1,1
ENSAMXG00000002744,1344,635,0.472470238,1538,1538,1538,1538,14,1,1
ENSAMXG00000002745,1956,1042,0.532719836,5580,5580,5580,5580,22,1,1
ENSAMXG00000002746,2142,1195,0.557889823,2795,2795,2795,2795,17,1,1
ENSAMXG00000002747,618,322,0.521035599,972,972,972,972,3,1,1
ENSAMXG00000002748,1854,846,0.45631068,2051,2051,2051,2051,15,1,1
ENSAMXG00000002749,1245,758,0.608835341,1841,1841,1841,1841,6,1,1
ENSAMXG00000002750,858,400,0.466200466,1715,1715,1715,1715,5,1,1
ENSAMXG00000002751,4122,2389,0.579573023,4495,4495,4495,4495,27,1,1
ENSAMXG00000002752,720,400,0.555555556,1191,1191,1191,1191,6,1,0
ENSAMXG00000002753,972,440,0.452674897,1683,1683,1683,1683,12,1,1
ENSAMXG00000002754,1536,841,0.547526042,1539,1539,1539,1539,33,1,1
ENSAMXG00000002755,609,367,0.602627258,768,768,768,768,2,0,1
ENSAMXG00000002756,1545,816,0.52815534,1545,1545,1545,1545,12,1,1
ENSAMXG00000002757,447,213,0.476510067,843,843,843,843,2,1,0
ENSAMXG00000002758,981,476,0.485219164,1299,1299,1299,1299,3,1,1
ENSAMXG00000002759,474,229,0.483122363,741,741,741,741,5,1,1
ENSAMXG00000002760,978,494,0.505112474,2637,2637,2637,2637,12,1,0
ENSAMXG00000002761,2211,1236,0.559023066,6550,6550,6550,6550,16,1,0
ENSAMXG00000002762,1224,559,0.456699346,2095,2095,2095,2095,14,1,0
ENSAMXG00000002763,2394,1371,0.572681704,2394,2394,2394,2394,4,0,1
ENSAMXG00000002764,1077,522,0.484679666,1077,1077,1077,1077,7,1,1
ENSAMXG00000002765,1482,665,0.448717949,2003,2003,2003,2003,7,1,1
ENSAMXG00000002766,186,93,0.5,236,236,236,236,2,1,0
ENSAMXG00000002767,933,530,0.568060021,933,933,933,933,2,1,0
ENSAMXG00000002768,1362,670,0.491923642,5641,5641,5641,5641,11,1,0
ENSAMXG00000002769,1914,1073,0.560606061,1914,1914,1914,1914,7,1,1
ENSAMXG00000002770,1128,585,0.518617021,1568,1568,1568,1568,5,0,1
ENSAMXG00000002771,681,395,0.580029369,1308,1308,1308,1308,3,1,1
ENSAMXG00000002772,648,298,0.459876543,1895,1895,1895,1895,6,1,1
ENSAMXG00000002773,357,192,0.537815126,717,717,717,717,3,1,1
ENSAMXG00000002774,720,350,0.486111111,1016,1016,1016,1016,2,1,1
ENSAMXG00000002775,456,254,0.557017544,601,601,601,601,3,1,0
ENSAMXG00000002776,1152,587,0.509548611,1390,1390,1390,1390,6,1,1
ENSAMXG00000002777,1311,639,0.487414188,1687,1687,1687,1687,9,1,1
ENSAMXG00000002778,501,214,0.427145709,685,685,685,685,4,1,0
ENSAMXG00000002779,1149,585,0.509138381,2913,2913,2913,2913,8,1,0
ENSAMXG00000002780,705,347,0.492198582,705,705,705,705,3,0,1
ENSAMXG00000002781,1713,928,0.541739638,3761,3761,3761,3761,14,1,0
ENSAMXG00000002782,939,484,0.51544196,2466,2466,2466,2466,5,1,1
ENSAMXG00000002783,597,334,0.559463987,2877,2877,2877,2877,4,1,0
ENSAMXG00000002784,1974,1055,0.534447822,5501,5501,5501,5501,14,0,0
ENSAMXG00000002785,1002,574,0.572854291,2331,2331,2331,2331,9,1,1
ENSAMXG00000002786,543,252,0.464088398,647,647,647,647,4,1,1
ENSAMXG00000002787,4560,2428,0.53245614,4563,4563,4563,4563,12,1,0
ENSAMXG00000002788,264,132,0.5,4127,4127,4127,4127,2,1,0
ENSAMXG00000002789,363,182,0.50137741,850,850,850,850,6,1,1
ENSAMXG00000002790,3099,1368,0.44143272,3231,3231,3231,3231,3,1,0
ENSAMXG00000002791,399,235,0.588972431,585,585,585,585,2,1,1
ENSAMXG00000002792,1182,727,0.615059222,1945,1945,1945,1945,3,1,1
ENSAMXG00000002793,3348,1553,0.46385902,5682,5682,5682,5682,8,0,0
ENSAMXG00000002794,1191,603,0.506297229,3614,3614,3614,3614,3,1,1
ENSAMXG00000002795,720,346,0.480555556,881,881,881,881,3,0,1
ENSAMXG00000002796,1581,762,0.481973435,1581,1581,1581,1581,12,1,1
ENSAMXG00000002797,747,464,0.621151272,863,863,863,863,2,1,1
ENSAMXG00000002798,3039,1556,0.51201053,3039,3039,3039,3039,28,1,1
ENSAMXG00000002799,1524,779,0.511154856,1646,1646,1646,1646,11,1,0
ENSAMXG00000002800,1086,602,0.554327808,1649,1649,1649,1649,3,1,0
ENSAMXG00000002801,366,187,0.510928962,367,367,367,367,3,0,1
ENSAMXG00000002802,1077,644,0.597957289,4529,4529,4529,4529,3,1,0
ENSAMXG00000002803,726,398,0.548209366,726,726,726,726,6,1,0
ENSAMXG00000002804,2388,1321,0.55318258,2388,2388,2388,2388,9,1,0
ENSAMXG00000002805,765,359,0.469281046,1041,1041,1041,1041,6,1,0
ENSAMXG00000002806,876,440,0.502283105,2166,2166,2166,2166,9,1,1
ENSAMXG00000002807,582,283,0.486254296,991,991,991,991,8,1,1
ENSAMXG00000002808,1530,786,0.51372549,2074,2074,2074,2074,12,1,0
ENSAMXG00000002809,537,255,0.474860335,4121,4121,4121,4121,5,1,0
ENSAMXG00000002810,783,424,0.541507024,915,915,915,915,5,1,0
ENSAMXG00000002811,915,496,0.542076503,2058,2058,2058,2058,6,1,0
ENSAMXG00000002812,519,231,0.445086705,519,519,519,519,5,1,1
ENSAMXG00000002813,2202,1027,0.466394187,5695,5695,5695,5695,23,1,1
ENSAMXG00000002814,579,313,0.540587219,1250,1250,1250,1250,5,1,1
ENSAMXG00000002815,978,471,0.481595092,1361,1361,1361,1361,4,1,0
ENSAMXG00000002816,4512,2239,0.49623227,5517,5517,5517,5517,27,1,0
ENSAMXG00000002817,6201,3366,0.542815675,8686,8686,8686,8686,33,0,0
ENSAMXG00000002818,1614,876,0.542750929,1878,1878,1878,1878,11,1,1
ENSAMXG00000002819,1278,671,0.525039124,3087,3087,3087,3087,3,1,1
ENSAMXG00000002820,1503,804,0.53493014,2664,2664,2664,2664,10,1,0
ENSAMXG00000002821,948,427,0.450421941,948,948,948,948,10,1,0
ENSAMXG00000002822,2385,1203,0.504402516,2385,2385,2385,2385,13,1,1
ENSAMXG00000002823,2121,1238,0.58368694,4435,4435,4435,4435,9,1,0
ENSAMXG00000002824,477,255,0.534591195,477,477,477,477,2,1,0
ENSAMXG00000002825,723,351,0.485477178,3353,3353,3353,3353,7,1,0
ENSAMXG00000002826,1137,553,0.486367634,5166,5166,5166,5166,8,1,0
ENSAMXG00000002827,1167,625,0.535561268,1389,1389,1389,1389,8,1,0
ENSAMXG00000002828,2721,1485,0.545755237,4353,4353,4353,4353,21,1,1
ENSAMXG00000002829,990,533,0.538383838,1292,1292,1292,1292,9,1,0
ENSAMXG00000002830,3609,1776,0.492103076,3610,3610,3610,3610,12,0,0
ENSAMXG00000002831,1212,724,0.597359736,2809,2809,2809,2809,7,0,0
ENSAMXG00000002832,474,256,0.540084388,963,963,963,963,4,1,1
ENSAMXG00000002833,1311,747,0.56979405,2503,2503,2503,2503,10,1,1
ENSAMXG00000002834,1494,878,0.58768407,4208,4208,4208,4208,13,1,1
ENSAMXG00000002835,936,444,0.474358974,936,936,936,936,3,1,1
ENSAMXG00000002836,315,164,0.520634921,3588,3588,3588,3588,3,1,0
ENSAMXG00000002837,990,471,0.475757576,1282,1282,1282,1282,12,1,0
ENSAMXG00000002838,1164,608,0.52233677,1796,1796,1796,1796,7,1,1
ENSAMXG00000002839,534,281,0.526217228,2841,2841,2841,2841,6,1,1
ENSAMXG00000002840,1842,898,0.487513572,1842,1842,1842,1842,11,1,1
ENSAMXG00000002841,393,233,0.592875318,1213,1213,1213,1213,2,1,0
ENSAMXG00000002842,672,348,0.517857143,672,672,672,672,3,1,1
ENSAMXG00000002843,891,398,0.446689113,949,949,949,949,6,1,0
ENSAMXG00000002844,1302,657,0.504608295,1915,1915,1915,1915,8,1,0
ENSAMXG00000002845,744,442,0.594086022,1186,1186,1186,1186,5,1,0
ENSAMXG00000002846,1098,511,0.465391621,3146,3146,3146,3146,10,0,1
ENSAMXG00000002847,3222,1685,0.522967101,3483,3483,3483,3483,23,1,1
ENSAMXG00000002848,492,229,0.465447154,627,627,627,627,7,1,0
ENSAMXG00000002849,192,101,0.526041667,192,192,192,192,3,1,1
ENSAMXG00000002850,2013,966,0.479880775,2855,2855,2855,2855,9,1,1
ENSAMXG00000002851,933,518,0.555198285,1612,1612,1612,1612,8,1,0
ENSAMXG00000002852,522,249,0.477011494,686,686,686,686,4,0,0
ENSAMXG00000002853,624,289,0.463141026,815,815,815,815,8,0,0
ENSAMXG00000002854,1392,743,0.533764368,2372,2372,2372,2372,8,1,0
ENSAMXG00000002855,2088,1147,0.549329502,2088,2088,2088,2088,12,1,1
ENSAMXG00000002856,2097,1249,0.59561278,2329,2329,2329,2329,10,1,1
ENSAMXG00000002857,570,300,0.526315789,1087,1087,1087,1087,5,0,1
ENSAMXG00000002858,1440,661,0.459027778,2261,2261,2261,2261,6,1,1
ENSAMXG00000002859,489,258,0.527607362,671,671,671,671,4,1,0
ENSAMXG00000002860,915,405,0.442622951,915,915,915,915,8,1,0
ENSAMXG00000002861,5847,3054,0.522319138,6828,6828,6828,6828,43,1,1
ENSAMXG00000002862,3402,1836,0.53968254,8310,8310,8310,8310,32,1,0
ENSAMXG00000002863,429,223,0.51981352,1908,1908,1908,1908,6,1,0
ENSAMXG00000002864,5691,3224,0.566508522,5691,5691,5691,5691,38,1,0
ENSAMXG00000002865,1311,740,0.564454615,1311,1311,1311,1311,10,1,0
ENSAMXG00000002866,1860,854,0.459139785,2157,2157,2157,2157,20,0,0
ENSAMXG00000002867,210,99,0.471428571,455,455,455,455,2,1,0
ENSAMXG00000002868,1479,680,0.459770115,2874,2874,2874,2874,15,1,1
ENSAMXG00000002869,1413,637,0.450813871,2538,2538,2538,2538,7,1,1
ENSAMXG00000002870,2346,1306,0.556692242,3613,3613,3613,3613,13,1,0
ENSAMXG00000002871,993,453,0.456193353,4793,4793,4793,4793,10,0,0
ENSAMXG00000002872,1908,906,0.474842767,1970,1970,1970,1970,19,1,1
ENSAMXG00000002873,1422,714,0.502109705,3295,3295,3295,3295,10,1,1
ENSAMXG00000002874,1515,698,0.460726073,3411,3411,3411,3411,17,1,1
ENSAMXG00000002875,2571,1172,0.455853753,2885,2885,2885,2885,29,1,0
ENSAMXG00000002876,1356,756,0.557522124,2976,2976,2976,2976,4,1,0
ENSAMXG00000002877,2670,1328,0.497378277,2670,2670,2670,2670,22,1,0
ENSAMXG00000002878,13329,6816,0.511366194,13780,13780,13780,13780,91,0,1
ENSAMXG00000002879,468,228,0.487179487,739,739,739,739,6,1,0
ENSAMXG00000002880,1275,678,0.531764706,3527,3527,3527,3527,9,1,1
ENSAMXG00000002881,2310,1358,0.587878788,5440,5440,5440,5440,9,1,0
ENSAMXG00000002882,2721,1324,0.486585814,2895,2895,2895,2895,22,1,0
ENSAMXG00000002883,3087,1509,0.488824101,5170,5170,5170,5170,21,1,1
ENSAMXG00000002884,330,167,0.506060606,415,415,415,415,3,1,1
ENSAMXG00000002885,2016,1033,0.512400794,2066,2066,2066,2066,19,1,1
ENSAMXG00000002886,3006,1705,0.567198935,3114,3114,3114,3114,24,1,1
ENSAMXG00000002887,744,378,0.508064516,1353,1353,1353,1353,6,0,0
ENSAMXG00000002888,936,453,0.483974359,1967,1967,1967,1967,8,1,1
ENSAMXG00000002889,1443,967,0.67013167,2288,2288,2288,2288,4,1,1
ENSAMXG00000002890,435,232,0.533333333,1600,1600,1600,1600,5,1,1
ENSAMXG00000002891,1503,779,0.51829674,1839,1839,1839,1839,13,1,1
ENSAMXG00000002892,4389,2705,0.616313511,6229,6229,6229,6229,53,1,0
ENSAMXG00000002893,936,411,0.439102564,936,936,936,936,12,1,0
ENSAMXG00000002894,642,356,0.554517134,714,714,786,859,9,1,1
ENSAMXG00000002895,534,284,0.531835206,1000,1000,1000,1000,4,1,0
ENSAMXG00000002896,1161,589,0.507321275,1428,1428,1428,1428,12,1,1
ENSAMXG00000002897,2298,1158,0.503916449,3219,3219,3219,3219,20,1,1
ENSAMXG00000002898,2325,1325,0.569892473,2325,2325,2325,2325,6,1,0
ENSAMXG00000002899,663,348,0.524886878,1496,1496,1496,1496,7,1,1
ENSAMXG00000002900,6081,2859,0.470152935,6526,6526,6526,6526,49,1,0
ENSAMXG00000002901,426,258,0.605633803,1464,1464,1464,1464,3,1,1
ENSAMXG00000002902,702,377,0.537037037,1004,1004,1004,1004,5,1,0
ENSAMXG00000002903,333,162,0.486486486,1423,1423,1423,1423,4,1,0
ENSAMXG00000002904,531,315,0.593220339,714,714,714,714,4,1,0
ENSAMXG00000002905,1545,838,0.542394822,5676,5676,5676,5676,6,1,1
ENSAMXG00000002906,9981,5452,0.546237852,9981,9981,9981,9981,71,1,1
ENSAMXG00000002907,1176,688,0.585034014,1748,1748,1748,1748,5,1,1
ENSAMXG00000002908,1305,762,0.583908046,4089,4089,4089,4089,5,1,1
ENSAMXG00000002909,1089,639,0.58677686,2088,2088,2088,2088,3,1,1
ENSAMXG00000002910,1203,766,0.63674148,1945,1945,1945,1945,7,1,0
ENSAMXG00000002911,4590,2365,0.515250545,5288,5288,5288,5288,28,1,1
ENSAMXG00000002912,807,415,0.51425031,1805,1805,1805,1805,6,1,1
ENSAMXG00000002913,9861,4992,0.50623669,10033,10033,10033,10033,85,1,1
ENSAMXG00000002914,1875,949,0.506133333,4839,4839,4839,4839,14,0,0
ENSAMXG00000002915,1758,871,0.495449374,1758,1758,1758,1758,14,1,0
ENSAMXG00000002916,1641,953,0.580743449,2057,2057,2057,2057,5,1,1
ENSAMXG00000002917,2373,1294,0.545301306,2376,2376,2376,2376,17,0,0
ENSAMXG00000002918,1398,724,0.51788269,4508,4508,4508,4508,14,1,0
ENSAMXG00000002919,2775,1649,0.594234234,6773,6773,6773,6773,17,1,0
ENSAMXG00000002920,1119,644,0.575513852,3398,3398,3398,3398,5,1,0
ENSAMXG00000002921,495,294,0.593939394,2576,2576,2576,2576,3,0,0
ENSAMXG00000002922,2238,1087,0.485701519,4526,4526,4526,4526,5,1,0
ENSAMXG00000002923,528,276,0.522727273,1863,1863,1863,1863,5,1,1
ENSAMXG00000002924,774,419,0.541343669,1141,1141,1141,1141,5,1,1
ENSAMXG00000002925,1734,903,0.520761246,1734,1734,1734,1734,15,1,1
ENSAMXG00000002926,1260,638,0.506349206,1519,1519,1519,1519,12,1,0
ENSAMXG00000002927,531,366,0.689265537,1029,1029,1029,1029,2,1,1
ENSAMXG00000002928,462,265,0.573593074,471,471,471,471,2,1,1
ENSAMXG00000002929,1239,643,0.518966909,2081,2081,2081,2081,12,1,0
ENSAMXG00000002930,3498,1988,0.568324757,3782,3782,3782,3782,23,0,0
ENSAMXG00000002931,2247,1119,0.49799733,6694,6694,6694,6694,10,1,0
ENSAMXG00000002932,267,123,0.460674157,880,880,880,880,3,1,0
ENSAMXG00000002933,3618,1915,0.529297955,3618,3618,3618,3618,30,1,1
ENSAMXG00000002934,1602,841,0.524968789,2075,2075,2075,2075,20,1,1
ENSAMXG00000002935,1302,705,0.541474654,4626,4626,4626,4626,11,1,1
ENSAMXG00000002936,23466,11993,0.51107986,26407,26407,26407,26407,107,1,1
ENSAMXG00000002937,2340,1362,0.582051282,5031,5031,5031,5031,16,1,0
ENSAMXG00000002938,1692,792,0.468085106,4505,4505,4505,4505,16,1,1
ENSAMXG00000002939,933,562,0.602357985,1320,1320,1320,1320,4,1,0
ENSAMXG00000002940,1758,858,0.488054608,1758,1758,1758,1758,18,1,1
ENSAMXG00000002941,939,486,0.517571885,2340,2340,2340,2340,9,1,1
ENSAMXG00000002942,2946,1787,0.6065852,6022,5958,6099,6099,10,1,0
ENSAMXG00000002943,4554,2386,0.523935002,4554,4554,4554,4554,31,1,1
ENSAMXG00000002944,846,460,0.543735225,846,846,846,846,2,1,0
ENSAMXG00000002945,612,352,0.575163399,5232,5232,5232,5232,3,1,1
ENSAMXG00000002946,1392,631,0.453304598,1392,1392,1392,1392,13,1,1
ENSAMXG00000002947,831,346,0.416365824,2004,2004,2004,2004,6,1,0
ENSAMXG00000002948,1086,620,0.570902394,2068,2068,2068,2068,8,1,1
ENSAMXG00000002949,1854,1030,0.555555556,3648,3648,3648,3648,3,1,1
ENSAMXG00000002950,4008,2067,0.515718563,4008,4008,4008,4008,38,1,1
ENSAMXG00000002951,207,128,0.618357488,463,463,463,463,2,1,0
ENSAMXG00000002952,1158,599,0.517271157,1339,1339,1339,1339,9,1,1
ENSAMXG00000002953,2946,1483,0.503394433,3300,3300,3300,3300,23,1,0
ENSAMXG00000002954,1485,837,0.563636364,1572,1572,1572,1572,14,1,1
ENSAMXG00000002955,552,323,0.585144928,1344,1344,1344,1344,3,1,0
ENSAMXG00000002956,1845,978,0.530081301,3501,3501,3501,3501,17,1,1
ENSAMXG00000002957,1254,579,0.461722488,1254,1254,1254,1254,9,1,0
ENSAMXG00000002958,2883,1561,0.541449879,7383,7383,7383,7383,25,1,0
ENSAMXG00000002959,2076,1049,0.505298651,4468,4468,4468,4468,22,1,1
ENSAMXG00000002960,13617,7164,0.526107072,14702,14702,14702,14702,103,1,0
ENSAMXG00000002961,1131,606,0.535809019,5582,5582,5582,5582,10,1,1
ENSAMXG00000002962,1605,831,0.517757009,4654,4654,4654,4654,16,1,0
ENSAMXG00000002963,492,243,0.493902439,4984,4984,4984,4984,6,1,1
ENSAMXG00000002964,2088,1264,0.605363985,6624,6624,6624,6624,6,1,1
ENSAMXG00000002965,153,75,0.490196078,440,440,440,440,3,1,0
ENSAMXG00000002966,426,245,0.575117371,633,633,633,633,3,1,0
ENSAMXG00000002967,765,404,0.528104575,765,765,765,765,2,1,0
ENSAMXG00000002968,516,258,0.5,516,516,516,516,5,1,1
ENSAMXG00000002969,1956,1064,0.54396728,2914,2914,2914,2914,4,1,0
ENSAMXG00000002970,921,503,0.546145494,2220,2220,2220,2220,6,1,1
ENSAMXG00000002971,738,380,0.514905149,971,971,971,971,7,1,1
ENSAMXG00000002972,870,511,0.587356322,3696,3696,3696,3696,4,1,1
ENSAMXG00000002973,471,232,0.492569002,3300,3300,3300,3300,6,1,1
ENSAMXG00000002974,2838,1568,0.552501762,5819,5819,5819,5819,15,1,1
ENSAMXG00000002975,1512,779,0.51521164,3882,3882,3882,3882,13,1,0
ENSAMXG00000002976,969,491,0.506707946,4196,4196,4196,4196,11,1,1
ENSAMXG00000002977,435,219,0.503448276,557,557,557,557,4,1,0
ENSAMXG00000002978,597,322,0.539363484,3083,3083,3083,3083,6,1,0
ENSAMXG00000002979,1002,468,0.467065868,1078,1078,1078,1078,7,1,1
ENSAMXG00000002980,438,234,0.534246575,673,673,673,673,4,1,0
ENSAMXG00000002981,687,331,0.481804949,3443,3443,3443,3443,10,1,1
ENSAMXG00000002982,246,133,0.540650407,246,246,246,246,4,1,0
ENSAMXG00000002983,582,294,0.505154639,1206,1206,1206,1206,3,1,1
ENSAMXG00000002984,1173,585,0.498721228,4634,4634,4634,4634,9,1,1
ENSAMXG00000002985,822,417,0.50729927,5937,5937,5937,5937,8,1,1
ENSAMXG00000002986,408,194,0.475490196,2492,2492,2492,2492,5,0,0
ENSAMXG00000002987,1002,461,0.46007984,1575,1575,1575,1575,12,1,1
ENSAMXG00000002988,1140,617,0.54122807,5253,5253,5253,5253,11,0,0
ENSAMXG00000002989,1113,621,0.557951482,1797,1797,1797,1797,5,1,1
ENSAMXG00000002990,1059,514,0.485363551,1511,1511,1511,1511,7,1,1
ENSAMXG00000002991,1323,684,0.517006803,4709,4709,4709,4709,13,1,1
ENSAMXG00000002992,369,175,0.474254743,1039,1039,1039,1039,5,1,0
ENSAMXG00000002993,1647,1004,0.6095932,5812,5812,5812,5812,2,1,1
ENSAMXG00000002994,1479,749,0.506423259,1919,1919,1919,1919,6,1,1
ENSAMXG00000002995,411,202,0.491484185,1466,1466,1466,1466,2,1,0
ENSAMXG00000002996,1104,624,0.565217391,5110,5110,5110,5110,8,1,0
ENSAMXG00000002997,3318,1738,0.523809524,5762,5762,5762,5762,26,1,1
ENSAMXG00000002998,1434,796,0.555090656,3987,3987,3987,3987,12,1,1
ENSAMXG00000002999,1176,627,0.533163265,4662,4710,4710,4710,12,1,0
ENSAMXG00000003000,1203,636,0.528678304,1567,1567,1567,1567,11,1,1
ENSAMXG00000003001,2451,1227,0.500611995,2451,2451,2451,2451,32,1,1
ENSAMXG00000003002,1239,534,0.430992736,1239,1239,1239,1239,2,1,0
ENSAMXG00000003003,612,318,0.519607843,1387,1387,1387,1387,4,1,0
ENSAMXG00000003004,1440,704,0.488888889,1936,1936,1936,1936,13,1,0
ENSAMXG00000003005,507,329,0.648915187,867,867,867,867,3,1,0
ENSAMXG00000003006,1308,657,0.502293578,2939,2939,2939,2939,11,1,0
ENSAMXG00000003007,891,488,0.547699214,1277,1277,1277,1277,7,1,0
ENSAMXG00000003008,1281,672,0.524590164,1764,1764,1764,1764,2,1,1
ENSAMXG00000003009,573,355,0.619546248,573,573,573,573,3,1,0
ENSAMXG00000003010,1653,913,0.552329099,3134,1681,4769,4769,8,1,0
ENSAMXG00000003011,1437,795,0.553235908,1478,1478,1478,1478,11,1,0
ENSAMXG00000003012,501,238,0.4750499,1081,1081,1081,1081,3,1,1
ENSAMXG00000003013,471,243,0.515923567,778,778,778,778,4,1,1
ENSAMXG00000003014,831,423,0.509025271,1250,1250,1250,1250,9,1,0
ENSAMXG00000003015,1467,788,0.537150648,4016,4016,4016,4016,6,1,1
ENSAMXG00000003016,498,249,0.5,4551,4551,4551,4551,3,1,1
ENSAMXG00000003017,4425,2051,0.463502825,4745,4745,4745,4745,10,1,0
ENSAMXG00000003018,1473,706,0.479293958,4021,4021,4021,4021,9,1,0
ENSAMXG00000003019,1857,1032,0.555735057,3372,3372,3372,3372,5,1,1
ENSAMXG00000003020,1203,619,0.514546966,3241,3241,3241,3241,9,0,1
ENSAMXG00000003021,2334,1228,0.52613539,2334,2334,2334,2334,26,1,1
ENSAMXG00000003022,738,449,0.608401084,2303,2303,2303,2303,2,1,0
ENSAMXG00000003023,396,155,0.391414141,543,543,543,543,3,1,0
ENSAMXG00000003024,684,345,0.504385965,1641,1641,1641,1641,6,1,0
ENSAMXG00000003025,2025,1247,0.615802469,2025,2025,2025,2025,12,1,1
ENSAMXG00000003026,423,196,0.463356974,1708,1708,1708,1708,5,1,0
ENSAMXG00000003027,1941,1020,0.525502318,2859,2859,2859,2859,9,1,0
ENSAMXG00000003028,2700,1616,0.598518519,3287,3287,3287,3287,21,1,1
ENSAMXG00000003029,3090,1655,0.535598706,3090,3090,3090,3090,32,1,0
ENSAMXG00000003030,840,503,0.598809524,1182,1182,1182,1182,3,0,0
ENSAMXG00000003031,3450,1976,0.572753623,3450,3450,3450,3450,27,1,0
ENSAMXG00000003032,726,397,0.546831956,2385,2385,2385,2385,4,0,0
