gene_id,mean,median,longest_isoform,merged
ENSAMXG00000004212,1068,1068,1068,1068
ENSAMXG00000004213,1102,1102,1102,1102
ENSAMXG00000004214,1170,1170,1170,1170
ENSAMXG00000004215,5259,5259,5259,5259
ENSAMXG00000004216,1094,1094,1094,1094
ENSAMXG00000004217,447,447,447,447
ENSAMXG00000004218,5556,5556,5556,5556
ENSAMXG00000004219,4059,4059,4059,4059
ENSAMXG00000004220,873,873,873,873
ENSAMXG00000004221,6673,6693,6693,6693
ENSAMXG00000004222,1833,1833,1833,1833
ENSAMXG00000004223,2049,2049,2049,2049
ENSAMXG00000004224,3574,3574,3574,3574
ENSAMXG00000004225,1579,1579,1579,1579
ENSAMXG00000004226,1744,1744,1744,1744
ENSAMXG00000004227,4534,4534,4534,4534
ENSAMXG00000004228,5304,5304,5304,5304
ENSAMXG00000004229,1815,1815,1815,1815
ENSAMXG00000004230,2313,2313,2313,2313
ENSAMXG00000004231,3077,3077,3077,3077
ENSAMXG00000004232,1607,1625,1625,1649
ENSAMXG00000004233,3295,3295,3295,3295
ENSAMXG00000004234,2974,2412,3698,3710
ENSAMXG00000004235,1565,1565,1565,1565
ENSAMXG00000004236,4251,4251,4251,4251
ENSAMXG00000004237,1096,1096,1096,1096
ENSAMXG00000004238,1326,1326,1326,1326
ENSAMXG00000004239,3832,3832,3832,3832
ENSAMXG00000004240,1815,1815,1815,1815
ENSAMXG00000004241,5150,5150,5150,5150
ENSAMXG00000004242,1806,1806,1806,1806
ENSAMXG00000004243,1662,1662,1662,1662
ENSAMXG00000004244,4355,4355,4355,4355
ENSAMXG00000004245,5197,5197,5197,5197
ENSAMXG00000004246,3541,3541,3541,3541
ENSAMXG00000004247,2302,2302,2302,2302
ENSAMXG00000004248,468,468,468,468
ENSAMXG00000004249,2156,2156,2245,2503
ENSAMXG00000004250,2536,2536,2536,2536
ENSAMXG00000004251,4181,4181,4181,4181
ENSAMXG00000004252,861,861,861,861
ENSAMXG00000004253,1098,1098,1098,1098
ENSAMXG00000004254,1188,1188,1188,1188
ENSAMXG00000004255,5368,5368,5368,5368
ENSAMXG00000004256,2485,2485,2485,2485
ENSAMXG00000004257,465,465,465,465
ENSAMXG00000004258,1028,1028,1028,1028
ENSAMXG00000004259,1773,1773,1773,1773
ENSAMXG00000004260,2199,2199,2199,2199
ENSAMXG00000004261,5432,5432,5432,5432
ENSAMXG00000004262,876,876,876,876
ENSAMXG00000004263,2505,2505,2505,2505
ENSAMXG00000004264,2719,2719,2719,2719
ENSAMXG00000004265,1554,1554,1554,1554
ENSAMXG00000004266,868,868,868,868
ENSAMXG00000004267,1617,1617,1617,1617
ENSAMXG00000004268,3168,3168,3168,3168
ENSAMXG00000004269,1200,1200,1200,1200
ENSAMXG00000004270,2439,2439,2439,2439
ENSAMXG00000004271,2552,2552,2552,2552
ENSAMXG00000004272,3275,3275,3275,3275
ENSAMXG00000004273,1432,1432,1432,1432
ENSAMXG00000004274,3148,3148,3148,3148
ENSAMXG00000004275,3265,3265,3265,3265
ENSAMXG00000004276,2523,2523,2523,2523
ENSAMXG00000004277,609,609,609,609
ENSAMXG00000004278,2210,2210,2210,2210
ENSAMXG00000004279,5041,5041,5041,5041
ENSAMXG00000004280,5449,5449,5449,5449
ENSAMXG00000004281,1176,1176,1176,1176
ENSAMXG00000004282,1507,1507,1507,1507
ENSAMXG00000004283,909,909,909,909
ENSAMXG00000004284,525,525,525,525
ENSAMXG00000004285,2268,2268,2268,2268
ENSAMXG00000004286,5352,5352,5352,5352
ENSAMXG00000004287,2568,2568,2568,2568
ENSAMXG00000004288,236,236,236,236
ENSAMXG00000004289,1645,1645,1645,1645
ENSAMXG00000004290,3729,3729,3729,3729
ENSAMXG00000004291,2730,2730,2730,2730
ENSAMXG00000004292,7654,7654,7654,7654
ENSAMXG00000004293,765,765,765,765
ENSAMXG00000004294,2650,2650,2650,2650
ENSAMXG00000004295,2891,2891,2891,2891
ENSAMXG00000004296,3128,3128,3128,3128
ENSAMXG00000004297,1562,1562,1562,1562
ENSAMXG00000004298,2962,2962,2962,2962
ENSAMXG00000004299,1776,1776,1776,1776
ENSAMXG00000004300,921,921,921,921
ENSAMXG00000004301,4897,4897,4897,4897
ENSAMXG00000004302,3616,3616,3643,3671
ENSAMXG00000004303,1680,1680,1680,1680
ENSAMXG00000004304,2554,2571,2571,2571
ENSAMXG00000004305,348,348,348,348
ENSAMXG00000004306,2469,2469,2469,2469
ENSAMXG00000004307,1994,1994,1994,1994
ENSAMXG00000004308,1162,1162,1162,1162
ENSAMXG00000004309,4711,4711,4711,4711
ENSAMXG00000004310,2082,2082,2082,2082
ENSAMXG00000004311,2819,2819,2819,2819
ENSAMXG00000004312,1107,1107,1107,1107
ENSAMXG00000004313,3483,3483,3483,3483
ENSAMXG00000004314,1212,1212,1212,1212
ENSAMXG00000004315,2930,2930,2930,2930
ENSAMXG00000004316,553,553,553,553
ENSAMXG00000004317,1104,1104,1104,1104
ENSAMXG00000004318,1231,1231,1231,1231
ENSAMXG00000004319,1266,1266,1266,1266
ENSAMXG00000004320,2535,2535,2535,2535
ENSAMXG00000004321,2004,2004,2004,2004
ENSAMXG00000004322,1397,1397,1397,1397
ENSAMXG00000004323,1295,1295,1295,1295
ENSAMXG00000004324,1213,1213,1213,1213
ENSAMXG00000004325,2920,2920,2920,2920
ENSAMXG00000004326,2272,2272,2272,2272
ENSAMXG00000004327,2005,2005,2112,2177
ENSAMXG00000004328,2730,2730,2730,2730
ENSAMXG00000004329,1158,1158,1158,1158
ENSAMXG00000004330,1840,1840,1840,1840
ENSAMXG00000004331,2013,2013,2013,2013
ENSAMXG00000004332,7949,7949,7949,7949
ENSAMXG00000004333,1914,1914,1914,1914
ENSAMXG00000004334,4502,4502,4502,4502
ENSAMXG00000004335,3449,3449,3449,3449
ENSAMXG00000004336,3002,3002,3002,3002
ENSAMXG00000004337,1836,1836,1836,1836
ENSAMXG00000004338,1174,1174,1174,1174
ENSAMXG00000004339,3154,3154,3154,3154
ENSAMXG00000004340,11235,11235,11235,11235
ENSAMXG00000004341,1239,1239,1239,1239
ENSAMXG00000004342,4040,4040,4040,4040
ENSAMXG00000004343,995,995,995,995
ENSAMXG00000004344,2049,2049,2049,2049
ENSAMXG00000004345,3549,1538,6135,6261
ENSAMXG00000004346,1903,1903,1903,1903
ENSAMXG00000004347,803,803,803,803
ENSAMXG00000004348,2857,2857,2857,2857
ENSAMXG00000004349,3177,3177,3177,3177
ENSAMXG00000004350,1227,1227,1227,1227
ENSAMXG00000004351,3460,3460,3460,3460
ENSAMXG00000004352,2880,2880,2880,2880
ENSAMXG00000004353,12568,12568,12568,12568
ENSAMXG00000004354,1741,1741,1741,1741
ENSAMXG00000004355,2735,2735,2735,2735
ENSAMXG00000004356,2368,2368,2368,2368
ENSAMXG00000004357,2696,2696,2696,2696
ENSAMXG00000004358,3069,3069,3069,3069
ENSAMXG00000004359,2614,2614,2614,2614
ENSAMXG00000004360,2375,2375,2375,2375
ENSAMXG00000004361,1573,1573,1573,1573
ENSAMXG00000004362,2549,2549,2549,2549
ENSAMXG00000004363,3285,3285,3285,3285
ENSAMXG00000004364,525,525,525,525
ENSAMXG00000004365,911,911,911,911
ENSAMXG00000004366,2071,2071,2071,2071
ENSAMXG00000004367,743,743,743,743
ENSAMXG00000004368,2236,2236,2236,2236
ENSAMXG00000004369,1877,1877,1877,1877
ENSAMXG00000004370,2793,2793,2793,2793
ENSAMXG00000004371,4602,4602,4602,4602
ENSAMXG00000004372,2547,2547,2547,2547
ENSAMXG00000004373,2181,2181,2181,2181
ENSAMXG00000004374,931,931,931,931
ENSAMXG00000004375,273,273,273,273
ENSAMXG00000004376,2553,2553,2553,2553
ENSAMXG00000004377,454,454,454,454
ENSAMXG00000004378,4586,4586,4586,4586
ENSAMXG00000004379,2478,2478,2478,2478
ENSAMXG00000004380,3624,3624,3624,3624
ENSAMXG00000004381,3413,3413,3413,3413
ENSAMXG00000004382,3135,3135,3135,3135
ENSAMXG00000004383,6856,6856,6856,6856
ENSAMXG00000004384,3158,3158,3158,3158
ENSAMXG00000004385,1710,1710,1710,1710
ENSAMXG00000004386,3307,3307,3307,3307
ENSAMXG00000004387,1386,1386,1386,1386
ENSAMXG00000004388,943,943,943,943
ENSAMXG00000004389,1314,1314,1314,1314
ENSAMXG00000004390,5997,5997,5997,5997
ENSAMXG00000004391,492,492,492,492
ENSAMXG00000004392,1407,1407,1407,1407
ENSAMXG00000004393,696,696,696,696
ENSAMXG00000004394,1146,1146,1146,1146
ENSAMXG00000004395,897,897,897,897
ENSAMXG00000004396,3987,3987,3987,3987
ENSAMXG00000004397,1234,1234,1234,1234
ENSAMXG00000004398,4514,4514,4514,4514
ENSAMXG00000004399,1436,1436,1436,1436
ENSAMXG00000004400,2067,2067,2067,2067
ENSAMXG00000004401,2876,2876,2876,2876
ENSAMXG00000004402,2613,2613,2613,2613
ENSAMXG00000004403,5779,5779,5779,5779
ENSAMXG00000004404,1643,1643,1643,1643
ENSAMXG00000004405,1996,1996,1996,1996
ENSAMXG00000004406,5768,5768,5768,5768
ENSAMXG00000004407,3264,3264,3264,3264
ENSAMXG00000004408,2367,2367,2367,2367
ENSAMXG00000004409,7321,7321,7321,7321
ENSAMXG00000004410,5506,5506,5506,5506
ENSAMXG00000004411,2325,2325,2325,2325
ENSAMXG00000004412,3698,3698,3698,3698
ENSAMXG00000004413,992,992,992,992
ENSAMXG00000004414,2791,2791,2791,2791
ENSAMXG00000004415,1565,1565,1565,1565
ENSAMXG00000004416,4952,4952,4952,4952
ENSAMXG00000004417,1735,1735,1735,1735
ENSAMXG00000004418,3298,3183,3442,3507
ENSAMXG00000004419,3473,3473,3473,3473
ENSAMXG00000004420,953,953,953,953
ENSAMXG00000004421,15909,15909,15909,15909
ENSAMXG00000004422,852,852,852,852
ENSAMXG00000004423,5224,5224,5224,5224
ENSAMXG00000004424,4439,4439,4439,4439
ENSAMXG00000004425,2302,2302,2302,2302
ENSAMXG00000004426,1476,1476,1476,1476
ENSAMXG00000004427,5235,5235,5235,5235
ENSAMXG00000004428,695,695,695,695
ENSAMXG00000004429,4021,3984,4064,4171
ENSAMXG00000004430,3035,3035,3035,3035
ENSAMXG00000004431,3941,3941,3941,3941
ENSAMXG00000004432,2409,2409,2409,2409
ENSAMXG00000004433,733,813,813,880
ENSAMXG00000004434,1144,1144,1144,1144
ENSAMXG00000004435,3785,3785,3785,3785
ENSAMXG00000004436,1489,1489,1489,1489
ENSAMXG00000004437,3690,3690,3690,3690
ENSAMXG00000004438,1137,1137,1137,1137
ENSAMXG00000004439,975,975,975,975
ENSAMXG00000004440,1968,1968,1968,1968
ENSAMXG00000004441,6171,6171,6171,6171
ENSAMXG00000004442,3858,3858,3858,3858
ENSAMXG00000004443,1998,1998,1998,1998
ENSAMXG00000004444,943,943,943,943
ENSAMXG00000004445,837,837,837,837
ENSAMXG00000004446,3937,3937,3937,3937
ENSAMXG00000004447,2051,2051,2051,2051
ENSAMXG00000004448,2400,2400,2400,2400
ENSAMXG00000004449,2528,2528,2528,2528
ENSAMXG00000004450,4985,4985,4985,4985
ENSAMXG00000004451,1209,1209,1209,1209
ENSAMXG00000004452,1738,1738,1738,1738
ENSAMXG00000004453,3444,3459,3459,3459
ENSAMXG00000004454,2949,2949,2949,2949
ENSAMXG00000004455,7736,7736,7736,7736
ENSAMXG00000004456,2015,2015,2953,3017
ENSAMXG00000004457,2163,2163,2163,2163
ENSAMXG00000004458,4978,4978,4978,4978
ENSAMXG00000004459,2612,2612,2612,2612
ENSAMXG00000004460,1964,1964,1964,1964
ENSAMXG00000004461,4853,4853,4853,4853
ENSAMXG00000004462,4085,4085,4085,4085
ENSAMXG00000004463,688,688,688,688
ENSAMXG00000004464,6945,6945,6945,6945
ENSAMXG00000004465,3644,3644,3644,3644
ENSAMXG00000004466,2121,2121,2121,2121
ENSAMXG00000004467,565,565,565,565
ENSAMXG00000004468,1288,1288,1288,1288
ENSAMXG00000004469,5373,5373,5373,5373
ENSAMXG00000004470,1968,1968,1968,1968
ENSAMXG00000004471,1505,1505,1505,1505
ENSAMXG00000004472,1640,1640,1640,1640
ENSAMXG00000004473,8821,8821,8821,8821
ENSAMXG00000004474,3164,3164,3164,3164
ENSAMXG00000004475,1326,1326,1326,1326
ENSAMXG00000004476,860,860,860,860
ENSAMXG00000004477,3300,3300,3300,3300
ENSAMXG00000004478,2732,2732,2732,2732
ENSAMXG00000004479,1779,1779,1779,1779
ENSAMXG00000004480,1671,1671,1671,1671
ENSAMXG00000004481,1001,1001,1001,1001
ENSAMXG00000004482,1865,1865,1865,1865
ENSAMXG00000004483,1522,1522,1522,1522
ENSAMXG00000004484,1973,1973,1973,1973
ENSAMXG00000004485,1039,1039,1039,1039
ENSAMXG00000004486,2060,2060,2060,2060
ENSAMXG00000004487,2647,2647,2647,2647
ENSAMXG00000004488,5029,5029,5029,5029
ENSAMXG00000004489,868,868,868,868
ENSAMXG00000004490,2382,2382,2382,2382
ENSAMXG00000004491,7097,7097,7097,7097
ENSAMXG00000004492,767,767,767,767
ENSAMXG00000004493,3309,3309,3309,3309
ENSAMXG00000004494,3205,3205,3205,3205
ENSAMXG00000004495,2904,2904,2904,2904
ENSAMXG00000004496,2824,2824,2824,2824
ENSAMXG00000004497,1719,1719,1719,1719
ENSAMXG00000004498,548,548,548,548
ENSAMXG00000004499,6583,6583,6583,6583
ENSAMXG00000004500,2931,2931,2931,2931
ENSAMXG00000004501,5019,5019,5019,5019
ENSAMXG00000004502,939,939,939,939
ENSAMXG00000004503,2201,2201,2201,2201
ENSAMXG00000004504,1956,1956,1956,1956
ENSAMXG00000004505,2217,2217,2217,2217
ENSAMXG00000004506,4778,4778,4778,4778
ENSAMXG00000004507,5201,5201,5201,5201
ENSAMXG00000004508,1973,1973,1973,1973
ENSAMXG00000004509,528,528,528,528
ENSAMXG00000004510,3136,3136,3136,3136
ENSAMXG00000004511,3092,3092,3092,3092
ENSAMXG00000004512,950,950,950,950
ENSAMXG00000004513,4416,4416,4416,4416
ENSAMXG00000004514,3658,3658,3658,3658
ENSAMXG00000004515,2312,2312,2312,2312
ENSAMXG00000004516,8856,8856,8856,8856
ENSAMXG00000004517,5188,5188,5188,5188
ENSAMXG00000004518,192,192,192,192
ENSAMXG00000004519,6327,6327,6327,6327
ENSAMXG00000004520,1963,1963,1963,1963
ENSAMXG00000004521,1196,1196,1196,1196
ENSAMXG00000004522,1329,1329,1329,1329
ENSAMXG00000004523,1579,1579,1579,1579
ENSAMXG00000004524,2538,2538,2538,2538
ENSAMXG00000004525,1921,1921,1921,1921
ENSAMXG00000004526,5994,5994,5994,5994
ENSAMXG00000004527,1995,1995,1995,1995
ENSAMXG00000004528,1673,1673,1673,1673
ENSAMXG00000004529,561,561,561,561
ENSAMXG00000004530,5088,5088,5088,5088
ENSAMXG00000004531,2700,2700,2700,2700
ENSAMXG00000004532,1163,1176,1176,1258
ENSAMXG00000004533,1115,1115,1115,1115
ENSAMXG00000004534,1276,1276,1276,1276
ENSAMXG00000004535,1213,1213,1213,1213
ENSAMXG00000004536,1652,1652,1652,1652
ENSAMXG00000004537,9353,9353,9353,9353
ENSAMXG00000004538,1524,1524,1524,1524
ENSAMXG00000004539,351,351,351,351
ENSAMXG00000004540,1653,1653,1653,1653
ENSAMXG00000004541,519,519,519,519
ENSAMXG00000004542,1119,1119,1119,1119
ENSAMXG00000004543,3757,3757,3757,3757
ENSAMXG00000004544,5011,5011,5011,5011
ENSAMXG00000004545,600,600,600,600
ENSAMXG00000004546,2968,2968,2968,2968
ENSAMXG00000004547,5720,5720,5720,5720
ENSAMXG00000004548,3457,3457,3457,3457
ENSAMXG00000004549,1428,1428,1428,1428
ENSAMXG00000004550,3122,3122,3122,3122
ENSAMXG00000004551,3409,3409,3409,3409
ENSAMXG00000004552,600,600,600,600
ENSAMXG00000004553,1134,1134,1134,1134
ENSAMXG00000004554,5261,5261,5261,5261
ENSAMXG00000004555,3602,3602,3602,3602
ENSAMXG00000004556,1619,1619,1619,1619
ENSAMXG00000004557,5250,5250,5250,5250
ENSAMXG00000004558,684,684,684,684
ENSAMXG00000004559,2233,2233,2233,2233
ENSAMXG00000004560,1144,1144,1144,1144
ENSAMXG00000004561,1607,1607,1607,1607
ENSAMXG00000004562,965,965,965,965
ENSAMXG00000004563,1318,1318,1318,1318
ENSAMXG00000004564,1394,1394,1394,1394
ENSAMXG00000004565,1842,1842,1842,1842
ENSAMXG00000004566,1870,1870,1870,1870
ENSAMXG00000004567,1883,1883,1883,1883
ENSAMXG00000004568,780,780,780,780
ENSAMXG00000004569,1631,1631,1631,1631
ENSAMXG00000004570,5344,5344,5344,5344
ENSAMXG00000004571,5364,5364,5364,5364
ENSAMXG00000004572,459,459,459,459
ENSAMXG00000004573,4154,4154,4154,4154
ENSAMXG00000004574,1023,1023,1023,1023
ENSAMXG00000004575,1674,1674,1674,1674
ENSAMXG00000004576,485,485,485,485
ENSAMXG00000004577,1614,1614,1614,1614
ENSAMXG00000004578,2634,2634,2634,2634
ENSAMXG00000004579,1509,1509,1509,1509
ENSAMXG00000004580,2836,2836,2836,2836
ENSAMXG00000004581,3413,3413,3413,3413
ENSAMXG00000004582,4341,4341,4341,4341
ENSAMXG00000004583,1594,1594,1594,1594
ENSAMXG00000004584,4948,4948,4948,4948
ENSAMXG00000004585,1302,1302,1302,1302
ENSAMXG00000004586,2385,2385,2385,2385
ENSAMXG00000004587,750,750,750,750
ENSAMXG00000004588,3312,3312,3312,3312
ENSAMXG00000004589,687,687,687,687
ENSAMXG00000004590,2466,2466,2466,2466
ENSAMXG00000004591,3391,3391,3391,3391
ENSAMXG00000004592,3154,3154,3154,3154
ENSAMXG00000004593,4786,4786,4786,4786
ENSAMXG00000004594,1593,1593,1593,1593
ENSAMXG00000004595,5817,5817,5817,5817
ENSAMXG00000004596,1792,1792,1792,1792
ENSAMXG00000004597,6576,6576,6576,6576
ENSAMXG00000004598,1401,1401,1401,1401
ENSAMXG00000004599,1170,1170,1170,1170
ENSAMXG00000004600,2140,2140,2140,2140
ENSAMXG00000004601,4250,4250,4250,4250
ENSAMXG00000004602,4271,4271,4271,4271
ENSAMXG00000004603,2489,2489,2489,2489
ENSAMXG00000004604,232,232,232,232
ENSAMXG00000004605,1376,1376,1376,1376
ENSAMXG00000004606,2617,2617,2617,2617
ENSAMXG00000004607,2308,2308,2308,2308
ENSAMXG00000004608,4109,4109,4109,4109
ENSAMXG00000004609,2944,2944,2944,2944
ENSAMXG00000004610,1290,1290,1290,1290
ENSAMXG00000004611,3726,3726,3726,3726
ENSAMXG00000004612,414,414,414,414
ENSAMXG00000004613,450,450,450,450
ENSAMXG00000004614,1483,1483,1483,1483
ENSAMXG00000004615,1995,1995,1995,1995
ENSAMXG00000004616,1022,1022,1022,1022
ENSAMXG00000004617,6449,6449,6449,6541
ENSAMXG00000004618,2473,2473,2473,2473
ENSAMXG00000004619,1125,1125,1125,1125
ENSAMXG00000004620,707,707,707,707
ENSAMXG00000004621,1587,1587,1587,1587
ENSAMXG00000004622,7536,7536,7536,7536
ENSAMXG00000004623,2424,2424,2424,2424
ENSAMXG00000004624,1257,1257,1257,1257
ENSAMXG00000004625,1003,1003,1003,1003
ENSAMXG00000004626,1590,1590,1590,1590
ENSAMXG00000004627,3367,3367,3367,3367
ENSAMXG00000004628,1953,1953,1953,1953
ENSAMXG00000004629,993,993,993,993
ENSAMXG00000004630,867,867,867,867
ENSAMXG00000004631,777,777,777,777
ENSAMXG00000004632,1581,1581,1581,1581
ENSAMXG00000004633,1682,1682,1682,1682
ENSAMXG00000004634,2473,2473,2473,2473
ENSAMXG00000004635,3122,3122,3122,3122
ENSAMXG00000004636,3565,3565,3565,3565
ENSAMXG00000004637,2704,2704,2704,2704
ENSAMXG00000004638,3048,3048,3048,3048
ENSAMXG00000004639,2267,2267,2267,2267
ENSAMXG00000004640,3710,3710,3710,3710
ENSAMXG00000004641,1494,1494,1494,1494
ENSAMXG00000004642,8971,8971,8971,8971
ENSAMXG00000004643,2936,2936,2936,2936
ENSAMXG00000004644,2792,2792,2792,2792
ENSAMXG00000004645,5257,5257,5257,5257
ENSAMXG00000004646,2714,2714,2714,2714
ENSAMXG00000004647,3275,3275,3275,3275
ENSAMXG00000004648,2932,2932,2932,2932
ENSAMXG00000004649,1602,1602,1602,1602
ENSAMXG00000004650,4702,4702,4702,4702
ENSAMXG00000004651,4353,4353,4353,4353
ENSAMXG00000004652,2718,2718,2718,2718
ENSAMXG00000004653,6642,6642,6642,6642
ENSAMXG00000004654,5252,5252,5252,5252
ENSAMXG00000004655,2243,2243,2243,2243
ENSAMXG00000004656,2267,2267,2267,2267
ENSAMXG00000004657,3488,3488,3488,3488
ENSAMXG00000004658,1269,1269,1269,1269
ENSAMXG00000004659,2360,2360,2360,2360
ENSAMXG00000004660,5084,5084,5084,5084
ENSAMXG00000004661,1043,1043,1043,1043
ENSAMXG00000004662,1844,1844,1844,1844
ENSAMXG00000004663,1338,1338,1338,1338
ENSAMXG00000004664,717,717,717,717
ENSAMXG00000004665,4943,4943,4943,4943
ENSAMXG00000004666,1658,1658,1658,1658
ENSAMXG00000004667,675,675,675,675
ENSAMXG00000004668,1321,1321,1321,1321
ENSAMXG00000004669,1145,1145,1145,1145
ENSAMXG00000004670,11502,11502,11502,11502
ENSAMXG00000004671,1513,1513,1513,1513
ENSAMXG00000004672,2505,2505,2505,2505
ENSAMXG00000004673,293,293,293,293
ENSAMXG00000004674,1924,1924,1924,1924
ENSAMXG00000004675,5216,5216,5216,5216
ENSAMXG00000004676,776,776,776,776
ENSAMXG00000004677,1347,1347,1347,1347
ENSAMXG00000004678,2457,2457,2457,2457
ENSAMXG00000004679,970,970,970,970
ENSAMXG00000004680,648,648,648,648
ENSAMXG00000004681,3212,3212,3212,3212
ENSAMXG00000004682,4806,4806,4806,4806
ENSAMXG00000004683,723,723,723,723
ENSAMXG00000004684,662,662,662,662
ENSAMXG00000004685,1896,1896,1896,1896
ENSAMXG00000004686,1147,1147,1147,1147
ENSAMXG00000004687,1193,1193,1193,1193
ENSAMXG00000004688,1189,1189,1189,1189
ENSAMXG00000004689,780,780,780,780
ENSAMXG00000004690,5564,5564,5564,5564
ENSAMXG00000004691,1200,1200,1200,1200
ENSAMXG00000004692,558,558,558,558
ENSAMXG00000004693,919,919,919,919
ENSAMXG00000004694,7254,7254,7254,7254
ENSAMXG00000004695,3233,3233,3233,3233
ENSAMXG00000004696,4569,4569,4569,4569
ENSAMXG00000004697,5732,5732,5732,5732
ENSAMXG00000004698,1767,1767,1767,1767
ENSAMXG00000004699,6646,6646,6646,6646
ENSAMXG00000004700,1901,1901,1901,1901
ENSAMXG00000004701,1333,1333,1333,1333
ENSAMXG00000004702,1794,1794,1794,1794
ENSAMXG00000004703,1603,1603,1603,1603
ENSAMXG00000004704,4111,4111,4111,4111
ENSAMXG00000004705,4273,4273,4273,4273
ENSAMXG00000004706,6011,6011,6011,6011
ENSAMXG00000004707,4175,4175,4175,4175
ENSAMXG00000004708,4608,4543,4682,4766
ENSAMXG00000004709,1368,1368,1368,1368
ENSAMXG00000004710,3706,3706,3706,3706
ENSAMXG00000004711,1615,1615,1615,1615
ENSAMXG00000004712,3063,3063,3063,3063
ENSAMXG00000004713,5827,5827,5827,5827
ENSAMXG00000004714,2126,2126,2126,2126
ENSAMXG00000004715,756,756,756,756
ENSAMXG00000004716,1649,1649,1649,1649
ENSAMXG00000004717,1431,1431,1431,1431
ENSAMXG00000004718,1740,1740,1740,1740
ENSAMXG00000004719,1341,1341,1341,1341
ENSAMXG00000004720,1532,1532,1532,1532
ENSAMXG00000004721,957,957,957,957
ENSAMXG00000004722,2167,2167,2167,2167
ENSAMXG00000004723,3234,3234,3234,3234
ENSAMXG00000004724,1566,1566,1566,1566
ENSAMXG00000004725,4020,4020,4020,4020
ENSAMXG00000004726,2794,2794,2794,2794
ENSAMXG00000004727,4234,4234,4234,4234
ENSAMXG00000004728,1647,1647,1647,1647
ENSAMXG00000004729,1871,1871,1871,1871
ENSAMXG00000004730,2471,2471,2471,2471
ENSAMXG00000004731,2385,2385,2385,2385
ENSAMXG00000004732,2503,2503,2503,2503
ENSAMXG00000004733,1914,1914,1914,1914
ENSAMXG00000004734,2342,2342,2342,2342
ENSAMXG00000004735,2649,2649,2649,2649
ENSAMXG00000004736,2906,2906,2906,2906
ENSAMXG00000004737,1831,1831,1831,1831
ENSAMXG00000004738,3241,3241,3241,3241
ENSAMXG00000004739,3342,3342,3342,3342
ENSAMXG00000004740,1640,1640,1640,1640
ENSAMXG00000004741,282,282,282,282
ENSAMXG00000004742,2481,2481,2481,2481
ENSAMXG00000004743,4899,4899,4899,4899
ENSAMXG00000004744,595,595,595,595
ENSAMXG00000004745,4057,4057,4057,4057
ENSAMXG00000004746,1994,1994,1994,1994
ENSAMXG00000004747,718,718,718,718
ENSAMXG00000004748,7141,7141,7141,7141
ENSAMXG00000004749,1494,1494,1494,1494
ENSAMXG00000004750,1871,1871,1871,1871
ENSAMXG00000004751,557,557,557,557
ENSAMXG00000004752,6199,6199,6199,6199
ENSAMXG00000004753,2590,2590,2590,2590
ENSAMXG00000004754,3755,3755,3755,3755
ENSAMXG00000004755,3371,3371,3371,3371
ENSAMXG00000004756,1740,1740,1740,1740
ENSAMXG00000004757,494,494,494,494
ENSAMXG00000004758,1557,1557,1557,1557
ENSAMXG00000004759,1342,1342,1342,1342
ENSAMXG00000004760,7014,7014,7014,7014
ENSAMXG00000004761,5336,5336,5336,5336
ENSAMXG00000004762,4206,4206,4206,4206
ENSAMXG00000004763,1011,1011,1011,1011
ENSAMXG00000004764,2821,2821,2821,2821
ENSAMXG00000004765,6615,6615,6615,6615
ENSAMXG00000004766,2868,2868,2868,2868
ENSAMXG00000004767,908,908,908,908
ENSAMXG00000004768,4291,4291,4291,4291
ENSAMXG00000004769,3823,3823,3823,3823
ENSAMXG00000004770,781,781,781,781
ENSAMXG00000004771,972,972,972,972
ENSAMXG00000004772,7102,7102,7110,7160
ENSAMXG00000004773,2223,2223,2223,2223
ENSAMXG00000004774,2017,2017,2017,2017
ENSAMXG00000004775,1335,1335,1335,1335
ENSAMXG00000004776,1717,1717,1717,1717
ENSAMXG00000004777,542,542,542,542
ENSAMXG00000004778,927,927,927,927
ENSAMXG00000004779,864,864,864,864
ENSAMXG00000004780,3885,3885,3885,3885
ENSAMXG00000004781,4236,4236,4236,4236
ENSAMXG00000004782,1907,1907,1907,1907
ENSAMXG00000004783,2879,2879,2879,2879
ENSAMXG00000004784,6406,6406,6406,6406
ENSAMXG00000004785,1029,1029,1029,1029
ENSAMXG00000004786,2573,2573,2573,2573
ENSAMXG00000004787,2145,2145,2145,2145
ENSAMXG00000004788,3060,3060,3060,3060
ENSAMXG00000004789,5499,5499,5499,5499
ENSAMXG00000004790,3148,3148,3148,3148
ENSAMXG00000004791,727,727,727,727
ENSAMXG00000004792,2701,2701,2701,2701
ENSAMXG00000004793,2750,2750,2750,2750
ENSAMXG00000004794,2484,2484,2484,2484
ENSAMXG00000004795,913,913,913,913
ENSAMXG00000004796,2530,2530,2530,2530
ENSAMXG00000004797,1409,1384,1438,1438
ENSAMXG00000004798,1244,1244,1244,1244
ENSAMXG00000004799,1022,1022,1022,1022
ENSAMXG00000004800,786,678,938,1009
ENSAMXG00000004801,830,830,830,830
ENSAMXG00000004802,4039,4039,4039,4039
ENSAMXG00000004803,9041,9041,9041,9041
ENSAMXG00000004804,564,564,564,564
ENSAMXG00000004805,2924,2924,2924,2924
ENSAMXG00000004806,564,564,564,564
ENSAMXG00000004807,6670,6670,6670,6670
ENSAMXG00000004808,2283,2283,2283,2283
ENSAMXG00000004809,3122,3122,3122,3122
