gene_id SSR HPR
ENSAMXG00000011862 1 1
ENSAMXG00000011863 1 1
ENSAMXG00000011864 1 1
ENSAMXG00000011865 1 1
ENSAMXG00000011867 1 1
ENSAMXG00000011868 1 1
ENSAMXG00000011870 1 0
ENSAMXG00000011870 1 1
ENSAMXG00000011871 1 0
ENSAMXG00000011873 1 1
ENSAMXG00000011882 1 1
ENSAMXG00000011883 1 0
ENSAMXG00000011884 1 1
ENSAMXG00000011885 1 0
ENSAMXG00000011888 1 0
ENSAMXG00000011890 1 1
ENSAMXG00000011891 1 1
ENSAMXG00000011892 1 0
ENSAMXG00000011893 1 0
ENSAMXG00000011897 0 0
ENSAMXG00000011904 1 1
ENSAMXG00000011906 1 1
ENSAMXG00000011907 1 1
ENSAMXG00000011908 1 1
ENSAMXG00000011911 1 0
ENSAMXG00000011912 1 1
ENSAMXG00000011913 1 1
ENSAMXG00000011915 1 1
ENSAMXG00000011917 1 1
ENSAMXG00000011918 1 1
ENSAMXG00000011919 1 1
ENSAMXG00000011922 1 1
ENSAMXG00000011923 1 1
ENSAMXG00000011924 1 0
ENSAMXG00000011926 1 1
ENSAMXG00000011927 1 1
ENSAMXG00000011931 1 1
ENSAMXG00000011932 1 0
ENSAMXG00000011932 1 1
ENSAMXG00000011935 1 1
ENSAMXG00000011937 0 1
ENSAMXG00000011937 1 1
ENSAMXG00000011939 1 1
ENSAMXG00000011941 1 1
ENSAMXG00000011944 1 0
ENSAMXG00000011944 1 1
ENSAMXG00000011945 1 0
ENSAMXG00000011946 1 1
ENSAMXG00000011947 1 1
ENSAMXG00000011948 1 0
ENSAMXG00000011948 1 1
ENSAMXG00000011950 1 1
ENSAMXG00000011951 1 1
ENSAMXG00000011954 1 1
ENSAMXG00000011955 1 0
ENSAMXG00000011957 1 0
ENSAMXG00000011958 1 0
ENSAMXG00000011959 1 1
ENSAMXG00000011960 1 1
ENSAMXG00000011964 1 1
ENSAMXG00000011966 1 0
ENSAMXG00000011972 1 1
ENSAMXG00000011973 1 1
ENSAMXG00000011982 1 0
ENSAMXG00000011985 1 1
ENSAMXG00000011988 1 1
ENSAMXG00000011989 0 1
ENSAMXG00000011990 1 1
ENSAMXG00000011993 1 0
ENSAMXG00000011994 1 0
ENSAMXG00000011998 1 1
ENSAMXG00000011999 1 0
ENSAMXG00000011999 1 1
ENSAMXG00000012000 1 0
ENSAMXG00000012000 1 1
ENSAMXG00000012001 1 0
ENSAMXG00000012001 1 1
ENSAMXG00000012002 1 1
ENSAMXG00000012006 1 1
ENSAMXG00000012007 1 1
ENSAMXG00000012010 1 0
ENSAMXG00000012011 1 1
ENSAMXG00000012012 1 1
ENSAMXG00000012013 1 1
ENSAMXG00000012022 1 1
ENSAMXG00000012026 1 1
ENSAMXG00000012028 1 1
ENSAMXG00000012029 1 1
ENSAMXG00000012030 1 1
ENSAMXG00000012031 1 1
ENSAMXG00000012032 1 0
ENSAMXG00000012033 1 1
ENSAMXG00000012035 1 1
ENSAMXG00000012036 1 1
ENSAMXG00000012039 1 1
ENSAMXG00000012041 1 1
ENSAMXG00000012044 1 0
ENSAMXG00000012045 1 0
ENSAMXG00000012045 1 1
ENSAMXG00000012047 1 1
ENSAMXG00000012048 1 1
ENSAMXG00000012049 0 1
ENSAMXG00000012049 1 1
ENSAMXG00000012050 1 0
ENSAMXG00000012052 1 1
ENSAMXG00000012055 1 1
ENSAMXG00000012056 1 1
ENSAMXG00000012057 1 1
ENSAMXG00000012062 0 0
ENSAMXG00000012062 1 1
ENSAMXG00000012065 1 1
ENSAMXG00000012066 1 1
ENSAMXG00000012067 1 1
ENSAMXG00000012068 1 0
ENSAMXG00000012069 1 1
ENSAMXG00000012070 1 1
ENSAMXG00000012073 1 0
ENSAMXG00000012073 1 1
ENSAMXG00000012074 1 1
ENSAMXG00000012075 1 0
ENSAMXG00000012078 1 1
ENSAMXG00000012086 1 1
ENSAMXG00000012088 0 0
ENSAMXG00000012089 1 1
ENSAMXG00000012091 1 1
ENSAMXG00000012092 0 0
ENSAMXG00000012094 1 1
ENSAMXG00000012098 1 1
ENSAMXG00000012100 1 1
ENSAMXG00000012101 1 0
ENSAMXG00000012102 1 0
ENSAMXG00000012104 1 1
ENSAMXG00000012105 0 1
ENSAMXG00000012106 0 0
ENSAMXG00000012107 1 0
ENSAMXG00000012109 1 1
ENSAMXG00000012110 1 1
ENSAMXG00000012111 1 0
ENSAMXG00000012111 1 1
ENSAMXG00000012112 1 1
ENSAMXG00000012113 1 1
ENSAMXG00000012114 1 0
ENSAMXG00000012114 1 1
ENSAMXG00000012116 1 1
ENSAMXG00000012118 1 1
ENSAMXG00000012121 1 0
ENSAMXG00000012122 1 1
ENSAMXG00000012124 1 0
ENSAMXG00000012125 1 1
ENSAMXG00000012126 1 1
ENSAMXG00000012128 1 1
ENSAMXG00000012130 1 1
ENSAMXG00000012131 1 0
ENSAMXG00000012132 1 1
ENSAMXG00000012134 1 1
ENSAMXG00000012137 1 0
ENSAMXG00000012137 1 1
ENSAMXG00000012140 1 0
ENSAMXG00000012144 1 0
ENSAMXG00000012147 1 1
ENSAMXG00000012149 1 1
ENSAMXG00000012157 1 0
ENSAMXG00000012158 1 1
ENSAMXG00000012162 1 1
ENSAMXG00000012164 1 1
ENSAMXG00000012165 1 1
ENSAMXG00000012168 1 1
ENSAMXG00000012174 1 1
ENSAMXG00000012176 1 1
ENSAMXG00000012179 1 0
ENSAMXG00000012179 1 1
ENSAMXG00000012180 1 1
ENSAMXG00000012181 1 1
ENSAMXG00000012182 1 1
ENSAMXG00000012186 1 1
ENSAMXG00000012189 1 1
ENSAMXG00000012191 1 1
ENSAMXG00000012193 1 1
ENSAMXG00000012196 1 0
ENSAMXG00000012196 1 1
ENSAMXG00000012198 1 1
ENSAMXG00000012199 1 0
ENSAMXG00000012199 1 1
ENSAMXG00000012200 1 1
ENSAMXG00000012201 1 1
ENSAMXG00000012204 1 1
ENSAMXG00000012209 1 1
ENSAMXG00000012210 1 0
ENSAMXG00000012212 1 0
ENSAMXG00000012212 1 1
ENSAMXG00000012218 1 1
ENSAMXG00000012219 1 0
ENSAMXG00000012219 1 1
ENSAMXG00000012221 1 1
ENSAMXG00000012223 1 1
ENSAMXG00000012225 1 1
ENSAMXG00000012228 1 1
ENSAMXG00000012229 1 0
ENSAMXG00000012229 1 1
ENSAMXG00000012231 1 1
ENSAMXG00000012232 1 0
ENSAMXG00000012233 1 1
ENSAMXG00000012234 1 1
ENSAMXG00000012235 1 0
ENSAMXG00000012236 1 1
ENSAMXG00000012237 1 1
ENSAMXG00000012238 1 0
ENSAMXG00000012239 1 0
ENSAMXG00000012243 1 0
ENSAMXG00000012247 1 1
ENSAMXG00000012248 1 0
ENSAMXG00000012248 1 1
ENSAMXG00000012249 1 1
ENSAMXG00000012250 1 1
ENSAMXG00000012252 1 1
ENSAMXG00000012255 1 0
ENSAMXG00000012255 1 1
ENSAMXG00000012257 1 1
ENSAMXG00000012258 1 1
ENSAMXG00000012259 1 1
ENSAMXG00000012262 1 1
ENSAMXG00000012263 1 0
ENSAMXG00000012267 1 1
ENSAMXG00000012268 1 1
ENSAMXG00000012270 1 1
ENSAMXG00000012276 1 1
ENSAMXG00000012278 1 1
ENSAMXG00000012280 1 1
ENSAMXG00000012281 0 0
ENSAMXG00000012282 1 1
ENSAMXG00000012285 1 0
ENSAMXG00000012286 0 0
ENSAMXG00000012286 1 1
ENSAMXG00000012287 1 1
ENSAMXG00000012289 1 0
ENSAMXG00000012290 1 1
ENSAMXG00000012292 1 1
ENSAMXG00000012293 1 0
ENSAMXG00000012294 1 1
ENSAMXG00000012295 1 1
ENSAMXG00000012298 1 1
ENSAMXG00000012299 1 1
ENSAMXG00000012301 1 1
ENSAMXG00000012304 1 0
ENSAMXG00000012304 1 1
ENSAMXG00000012305 1 1
ENSAMXG00000012306 1 1
ENSAMXG00000012307 1 1
ENSAMXG00000012309 1 1
ENSAMXG00000012310 0 1
ENSAMXG00000012310 1 1
ENSAMXG00000012311 1 1
ENSAMXG00000012312 1 0
ENSAMXG00000012313 1 1
ENSAMXG00000012314 1 0
ENSAMXG00000012314 1 1
ENSAMXG00000012315 1 0
ENSAMXG00000012316 1 1
ENSAMXG00000012318 1 0
ENSAMXG00000012319 1 1
ENSAMXG00000012320 1 1
ENSAMXG00000012321 1 0
ENSAMXG00000012322 1 1
ENSAMXG00000012327 1 0
ENSAMXG00000012327 1 1
ENSAMXG00000012328 1 1
ENSAMXG00000012329 1 0
ENSAMXG00000012330 1 1
ENSAMXG00000012334 1 1
ENSAMXG00000012340 1 1
ENSAMXG00000012343 1 1
ENSAMXG00000012344 1 1
ENSAMXG00000012346 1 1
ENSAMXG00000012347 1 1
ENSAMXG00000012348 1 1
ENSAMXG00000012351 1 1
ENSAMXG00000012352 1 0
ENSAMXG00000012353 1 1
ENSAMXG00000012356 1 1
ENSAMXG00000012357 1 1
ENSAMXG00000012359 1 1
ENSAMXG00000012367 1 1
ENSAMXG00000012368 1 0
ENSAMXG00000012369 1 1
ENSAMXG00000012370 1 1
ENSAMXG00000012371 1 0
ENSAMXG00000012371 1 1
ENSAMXG00000012372 1 1
ENSAMXG00000012373 1 1
ENSAMXG00000012374 1 0
ENSAMXG00000012375 1 1
ENSAMXG00000012377 1 1
ENSAMXG00000012382 1 1
ENSAMXG00000012383 1 0
ENSAMXG00000012384 1 1
ENSAMXG00000012385 1 1
ENSAMXG00000012386 1 0
ENSAMXG00000012387 1 0
ENSAMXG00000012387 1 1
ENSAMXG00000012388 1 1
ENSAMXG00000012389 1 1
ENSAMXG00000012390 1 1
ENSAMXG00000012391 1 1
ENSAMXG00000012392 1 1
ENSAMXG00000012393 1 1
ENSAMXG00000012395 1 0
ENSAMXG00000012395 1 1
ENSAMXG00000012396 1 1
ENSAMXG00000012397 1 0
ENSAMXG00000012398 1 1
ENSAMXG00000012399 1 0
ENSAMXG00000012400 1 0
ENSAMXG00000012401 1 1
ENSAMXG00000012403 1 0
ENSAMXG00000012404 1 1
ENSAMXG00000012405 1 1
ENSAMXG00000012406 1 0
ENSAMXG00000012406 1 1
ENSAMXG00000012409 1 1
ENSAMXG00000012410 1 0
ENSAMXG00000012410 1 1
ENSAMXG00000012411 1 0
ENSAMXG00000012412 1 0
ENSAMXG00000012414 1 1
ENSAMXG00000012417 1 0
ENSAMXG00000012419 1 1
ENSAMXG00000012420 1 1
ENSAMXG00000012421 1 1
ENSAMXG00000012424 1 1
ENSAMXG00000012425 1 0
ENSAMXG00000012425 1 1
ENSAMXG00000012427 1 1
ENSAMXG00000012428 1 1
ENSAMXG00000012429 1 0
ENSAMXG00000012431 1 1
ENSAMXG00000012432 1 1
ENSAMXG00000012433 1 1
ENSAMXG00000012436 1 1
ENSAMXG00000012437 1 1
ENSAMXG00000012438 0 1
ENSAMXG00000012438 1 1
ENSAMXG00000012440 1 1
ENSAMXG00000012443 1 1
ENSAMXG00000012444 1 1
ENSAMXG00000012446 1 0
ENSAMXG00000012448 1 1
ENSAMXG00000012450 1 1
ENSAMXG00000012451 1 0
ENSAMXG00000012453 1 1
ENSAMXG00000012455 1 1
ENSAMXG00000012458 1 1
ENSAMXG00000012459 1 1
ENSAMXG00000012460 1 1
ENSAMXG00000012462 0 0
ENSAMXG00000012463 1 1
ENSAMXG00000012464 1 1
ENSAMXG00000012465 1 1
ENSAMXG00000012469 1 0
ENSAMXG00000012469 1 1
ENSAMXG00000012474 1 1
ENSAMXG00000012475 1 1
ENSAMXG00000012476 1 1
ENSAMXG00000012477 1 1
ENSAMXG00000012478 1 0
ENSAMXG00000012480 1 1
ENSAMXG00000012482 1 1
ENSAMXG00000012484 0 1
ENSAMXG00000012484 1 1
ENSAMXG00000012485 1 1
ENSAMXG00000012486 1 1
ENSAMXG00000012487 1 1
ENSAMXG00000012489 1 0
ENSAMXG00000012490 1 1
ENSAMXG00000012491 1 1
ENSAMXG00000012493 1 1
ENSAMXG00000012499 1 1
ENSAMXG00000012501 1 0
ENSAMXG00000012502 1 1
ENSAMXG00000012505 1 1
ENSAMXG00000012506 1 1
ENSAMXG00000012507 1 1
ENSAMXG00000012509 1 1
ENSAMXG00000012510 1 1
ENSAMXG00000012512 1 0
ENSAMXG00000012514 1 1
ENSAMXG00000012515 1 1
ENSAMXG00000012519 1 1
ENSAMXG00000012521 1 1
ENSAMXG00000012522 1 0
ENSAMXG00000012523 1 0
ENSAMXG00000012523 1 1
ENSAMXG00000012524 1 1
ENSAMXG00000012525 1 1
ENSAMXG00000012526 1 1
ENSAMXG00000012527 1 1
ENSAMXG00000012530 1 1
ENSAMXG00000012532 1 1
ENSAMXG00000012533 1 1
ENSAMXG00000012534 1 1
ENSAMXG00000012535 1 1
ENSAMXG00000012536 1 1
ENSAMXG00000012538 1 1
ENSAMXG00000012539 1 1
ENSAMXG00000012542 1 1
ENSAMXG00000012543 1 0
ENSAMXG00000012543 1 1
ENSAMXG00000012544 1 1
ENSAMXG00000012546 1 1
ENSAMXG00000012547 1 0
ENSAMXG00000012548 1 1
ENSAMXG00000012551 1 1
ENSAMXG00000012552 1 1
ENSAMXG00000012553 1 0
ENSAMXG00000012555 1 0
ENSAMXG00000012557 1 1
ENSAMXG00000012558 1 1
ENSAMXG00000012559 1 1
ENSAMXG00000012560 1 0
ENSAMXG00000012560 1 1
ENSAMXG00000012562 1 1
ENSAMXG00000012563 1 1
ENSAMXG00000012564 1 0
ENSAMXG00000012569 1 1
ENSAMXG00000012575 1 1
ENSAMXG00000012576 1 0
ENSAMXG00000012577 1 1
ENSAMXG00000012578 1 0
ENSAMXG00000012581 1 1
ENSAMXG00000012583 1 0
ENSAMXG00000012583 1 1
ENSAMXG00000012587 1 1
ENSAMXG00000012588 1 1
ENSAMXG00000012589 1 1
ENSAMXG00000012590 1 1
ENSAMXG00000012591 1 1
ENSAMXG00000012595 1 0
ENSAMXG00000012595 1 1
ENSAMXG00000012597 1 1
ENSAMXG00000012599 1 1
ENSAMXG00000012604 1 1
ENSAMXG00000012605 1 1
ENSAMXG00000012606 1 1
ENSAMXG00000012607 1 1
ENSAMXG00000012612 1 1
ENSAMXG00000012613 1 1
ENSAMXG00000012614 1 0
ENSAMXG00000012618 0 0
ENSAMXG00000012619 1 1
ENSAMXG00000012621 1 1
ENSAMXG00000012623 1 1
ENSAMXG00000012627 1 1
ENSAMXG00000012630 1 1
ENSAMXG00000012632 1 1
ENSAMXG00000012634 1 1
ENSAMXG00000012638 0 1
ENSAMXG00000012641 1 1
ENSAMXG00000012643 1 1
ENSAMXG00000012644 1 1
ENSAMXG00000012650 1 1
ENSAMXG00000012653 1 1
ENSAMXG00000012654 1 0
ENSAMXG00000012654 1 1
ENSAMXG00000012655 1 1
ENSAMXG00000012657 1 0
ENSAMXG00000012658 1 0
ENSAMXG00000012658 1 1
ENSAMXG00000012659 1 1
ENSAMXG00000012662 1 1
ENSAMXG00000012663 1 1
ENSAMXG00000012664 1 1
ENSAMXG00000012668 1 1
ENSAMXG00000012670 1 1
ENSAMXG00000012672 1 1
ENSAMXG00000012674 0 0
ENSAMXG00000012679 1 1
ENSAMXG00000012680 1 1
ENSAMXG00000012684 1 1
ENSAMXG00000012685 1 1
ENSAMXG00000012686 1 1
ENSAMXG00000012687 1 1
ENSAMXG00000012689 1 0
ENSAMXG00000012691 1 1
ENSAMXG00000012696 1 1
ENSAMXG00000012698 1 1
ENSAMXG00000012702 1 1
ENSAMXG00000012704 1 1
ENSAMXG00000012708 1 0
ENSAMXG00000012709 1 1
ENSAMXG00000012710 1 1
ENSAMXG00000012711 1 1
ENSAMXG00000012712 1 0
ENSAMXG00000012714 1 1
ENSAMXG00000012716 1 1
ENSAMXG00000012719 1 1
ENSAMXG00000012721 1 0
ENSAMXG00000012721 1 1
ENSAMXG00000012722 0 0
ENSAMXG00000012723 1 1
ENSAMXG00000012724 1 1
ENSAMXG00000012725 1 1
ENSAMXG00000012731 1 0
ENSAMXG00000012733 1 0
ENSAMXG00000012733 1 1
ENSAMXG00000012734 1 1
ENSAMXG00000012736 1 0
ENSAMXG00000012738 1 1
ENSAMXG00000012739 1 0
ENSAMXG00000012740 1 1
ENSAMXG00000012742 1 1
ENSAMXG00000012743 1 0
ENSAMXG00000012743 1 1
ENSAMXG00000012744 1 0
ENSAMXG00000012745 1 0
ENSAMXG00000012745 1 1
ENSAMXG00000012750 1 1
ENSAMXG00000012752 1 1
ENSAMXG00000012753 1 1
ENSAMXG00000012754 1 0
ENSAMXG00000012757 1 1
ENSAMXG00000012759 1 1
ENSAMXG00000012760 1 1
ENSAMXG00000012761 1 1
ENSAMXG00000012762 1 1
ENSAMXG00000012765 1 1
ENSAMXG00000012766 0 0
ENSAMXG00000012767 1 1
ENSAMXG00000012768 1 1
ENSAMXG00000012769 1 1
ENSAMXG00000012771 1 1
ENSAMXG00000012772 1 1
ENSAMXG00000012773 1 0
ENSAMXG00000012775 1 1
ENSAMXG00000012777 1 1
ENSAMXG00000012778 1 1
ENSAMXG00000012779 1 1
ENSAMXG00000012781 1 1
ENSAMXG00000012785 1 0
ENSAMXG00000012786 1 0
ENSAMXG00000012793 1 0
ENSAMXG00000012794 1 0
ENSAMXG00000012794 1 1
ENSAMXG00000012798 1 0
ENSAMXG00000012799 1 1
ENSAMXG00000012801 0 0
ENSAMXG00000012801 1 0
ENSAMXG00000012802 1 0
ENSAMXG00000012804 1 1
ENSAMXG00000012805 1 1
ENSAMXG00000012806 1 0
ENSAMXG00000012808 1 1
ENSAMXG00000012809 1 1
ENSAMXG00000012810 1 1
ENSAMXG00000012811 1 1
ENSAMXG00000012812 1 1
ENSAMXG00000012815 1 1
ENSAMXG00000012817 1 1
ENSAMXG00000012819 1 1
ENSAMXG00000012820 1 1
ENSAMXG00000012821 1 1
ENSAMXG00000012823 1 1
ENSAMXG00000012824 1 1
ENSAMXG00000012825 1 0
ENSAMXG00000012825 1 1
ENSAMXG00000012829 1 1
ENSAMXG00000012830 0 0
ENSAMXG00000012830 1 1
ENSAMXG00000012832 1 0
ENSAMXG00000012835 1 1
ENSAMXG00000012836 1 1
ENSAMXG00000012837 1 0
ENSAMXG00000012839 1 1
ENSAMXG00000012840 1 1
ENSAMXG00000012841 1 0
ENSAMXG00000012843 1 0
ENSAMXG00000012843 1 1
ENSAMXG00000012844 1 1
ENSAMXG00000012845 1 0
ENSAMXG00000012847 1 0
ENSAMXG00000012847 1 1
ENSAMXG00000012848 1 1
ENSAMXG00000012849 1 1
ENSAMXG00000012850 1 1
ENSAMXG00000012851 1 0
ENSAMXG00000012852 1 1
ENSAMXG00000012854 1 0
ENSAMXG00000012855 1 1
ENSAMXG00000012858 1 1
ENSAMXG00000012859 1 1
ENSAMXG00000012860 1 0
ENSAMXG00000012861 1 1
ENSAMXG00000012862 1 1
ENSAMXG00000012863 0 0
ENSAMXG00000012864 1 0
ENSAMXG00000012865 1 1
ENSAMXG00000012867 1 1
ENSAMXG00000012868 1 1
ENSAMXG00000012869 1 1
ENSAMXG00000012871 1 1
ENSAMXG00000012872 1 0
ENSAMXG00000012872 1 1
ENSAMXG00000012873 1 0
ENSAMXG00000012876 1 0
ENSAMXG00000012878 1 0
ENSAMXG00000012878 1 1
ENSAMXG00000012879 1 1
ENSAMXG00000012883 1 0
ENSAMXG00000012884 1 1
ENSAMXG00000012885 1 0
ENSAMXG00000012888 1 1
ENSAMXG00000012891 1 0
ENSAMXG00000012893 0 0
ENSAMXG00000012894 1 1
ENSAMXG00000012896 1 0
ENSAMXG00000012897 1 1
ENSAMXG00000012900 1 0
ENSAMXG00000012901 1 1
ENSAMXG00000012902 1 1
ENSAMXG00000012903 1 1
ENSAMXG00000012907 1 0
ENSAMXG00000012907 1 1
ENSAMXG00000012908 1 1
ENSAMXG00000012910 1 1
ENSAMXG00000012913 1 1
ENSAMXG00000012918 1 1
ENSAMXG00000012920 1 0
ENSAMXG00000012922 1 0
ENSAMXG00000012922 1 1
ENSAMXG00000012931 1 1
ENSAMXG00000012932 1 0
ENSAMXG00000012935 1 1
ENSAMXG00000012938 1 1
ENSAMXG00000012939 1 1
ENSAMXG00000012940 1 0
ENSAMXG00000012940 1 1
ENSAMXG00000012941 1 1
ENSAMXG00000012942 1 0
ENSAMXG00000012944 0 0
ENSAMXG00000012946 1 1
ENSAMXG00000012949 1 0
ENSAMXG00000012950 1 1
ENSAMXG00000012951 1 0
ENSAMXG00000012954 1 1
ENSAMXG00000012956 1 1
ENSAMXG00000012958 1 1
ENSAMXG00000012962 1 1
ENSAMXG00000012964 1 1
ENSAMXG00000012965 1 0
ENSAMXG00000012965 1 1
ENSAMXG00000012966 1 1
ENSAMXG00000012967 1 1
ENSAMXG00000012969 1 1
ENSAMXG00000012972 1 1
ENSAMXG00000012973 1 1
ENSAMXG00000012975 1 1
ENSAMXG00000012977 1 0
ENSAMXG00000012978 1 1
ENSAMXG00000012980 1 0
ENSAMXG00000012982 1 1
ENSAMXG00000012984 1 1
ENSAMXG00000012988 1 1
ENSAMXG00000012991 1 0
ENSAMXG00000012992 1 1
ENSAMXG00000012993 1 1
ENSAMXG00000012994 1 0
ENSAMXG00000012994 1 1
ENSAMXG00000012997 1 1
ENSAMXG00000012999 1 0
ENSAMXG00000013000 1 1
ENSAMXG00000013001 1 1
ENSAMXG00000013003 1 1
ENSAMXG00000013004 1 1
ENSAMXG00000013006 1 1
ENSAMXG00000013007 1 1
ENSAMXG00000013008 1 1
ENSAMXG00000013009 1 0
ENSAMXG00000013009 1 1
ENSAMXG00000013011 1 0
ENSAMXG00000013014 1 0
ENSAMXG00000013015 1 1
ENSAMXG00000013019 1 1
ENSAMXG00000013020 1 0
ENSAMXG00000013021 1 1
ENSAMXG00000013022 1 1
ENSAMXG00000013024 1 1
ENSAMXG00000013026 1 1
ENSAMXG00000013027 1 1
ENSAMXG00000013028 1 1
ENSAMXG00000013029 1 0
ENSAMXG00000013030 1 1
ENSAMXG00000013031 1 1
ENSAMXG00000013033 1 1
ENSAMXG00000013034 1 0
ENSAMXG00000013034 1 1
ENSAMXG00000013035 1 1
ENSAMXG00000013036 1 1
ENSAMXG00000013038 1 1
ENSAMXG00000013039 1 1
ENSAMXG00000013040 1 1
ENSAMXG00000013041 1 1
ENSAMXG00000013042 1 1
ENSAMXG00000013048 1 1
ENSAMXG00000013051 1 1
ENSAMXG00000013053 1 0
ENSAMXG00000013053 1 1
ENSAMXG00000013054 1 1
ENSAMXG00000013056 1 1
ENSAMXG00000013058 1 0
ENSAMXG00000013060 1 1
ENSAMXG00000013061 1 0
ENSAMXG00000013062 1 1
ENSAMXG00000013063 1 0
ENSAMXG00000013063 1 1
ENSAMXG00000013064 1 1
ENSAMXG00000013065 1 1
ENSAMXG00000013067 1 1
ENSAMXG00000013071 1 0
ENSAMXG00000013072 1 0
ENSAMXG00000013073 1 1
ENSAMXG00000013074 1 0
ENSAMXG00000013075 1 0
ENSAMXG00000013076 1 1
ENSAMXG00000013078 1 1
ENSAMXG00000013079 1 1
ENSAMXG00000013080 1 1
ENSAMXG00000013081 1 1
ENSAMXG00000013082 1 0
ENSAMXG00000013083 1 1
ENSAMXG00000013084 1 1
ENSAMXG00000013086 1 1
ENSAMXG00000013087 1 0
ENSAMXG00000013087 1 1
ENSAMXG00000013091 1 1
ENSAMXG00000013094 1 1
ENSAMXG00000013096 1 0
ENSAMXG00000013096 1 1
ENSAMXG00000013097 1 0
ENSAMXG00000013098 1 1
ENSAMXG00000013099 1 1
ENSAMXG00000013100 1 0
ENSAMXG00000013101 1 1
ENSAMXG00000013102 1 1
ENSAMXG00000013104 1 1
ENSAMXG00000013105 1 1
ENSAMXG00000013106 1 1
ENSAMXG00000013109 1 1
ENSAMXG00000013110 1 0
ENSAMXG00000013111 1 0
ENSAMXG00000013112 1 1
ENSAMXG00000013113 1 1
ENSAMXG00000013114 1 1
ENSAMXG00000013115 1 1
ENSAMXG00000013116 1 1
ENSAMXG00000013117 1 1
ENSAMXG00000013118 1 1
ENSAMXG00000013119 0 0
ENSAMXG00000013119 1 1
ENSAMXG00000013121 1 1
ENSAMXG00000013122 1 1
ENSAMXG00000013123 1 1
ENSAMXG00000013124 1 1
ENSAMXG00000013125 1 1
ENSAMXG00000013126 1 0
ENSAMXG00000013128 1 1
ENSAMXG00000013130 1 0
ENSAMXG00000013131 1 0
ENSAMXG00000013133 1 1
ENSAMXG00000013135 1 1
ENSAMXG00000013136 1 0
ENSAMXG00000013138 0 0
ENSAMXG00000013139 1 1
ENSAMXG00000013141 1 1
ENSAMXG00000013142 1 1
ENSAMXG00000013147 1 1
ENSAMXG00000013149 1 0
ENSAMXG00000013151 1 1
ENSAMXG00000013152 1 1
ENSAMXG00000013154 1 1
ENSAMXG00000013157 1 1
ENSAMXG00000013158 1 1
ENSAMXG00000013159 1 1
ENSAMXG00000013160 1 1
ENSAMXG00000013161 1 1
ENSAMXG00000013162 1 1
ENSAMXG00000013163 1 1
ENSAMXG00000013165 1 1
ENSAMXG00000013166 1 0
ENSAMXG00000013169 1 1
ENSAMXG00000013170 1 1
ENSAMXG00000013171 1 0
ENSAMXG00000013172 1 0
ENSAMXG00000013174 1 1
ENSAMXG00000013176 1 0
ENSAMXG00000013177 1 1
ENSAMXG00000013180 1 0
ENSAMXG00000013184 1 1
ENSAMXG00000013189 1 0
ENSAMXG00000013191 0 0
ENSAMXG00000013191 1 1
ENSAMXG00000013192 0 0
ENSAMXG00000013193 1 1
ENSAMXG00000013194 1 1
ENSAMXG00000013199 1 1
ENSAMXG00000013200 1 1
ENSAMXG00000013206 1 1
ENSAMXG00000013207 1 1
ENSAMXG00000013208 1 1
ENSAMXG00000013212 1 1
ENSAMXG00000013214 1 1
ENSAMXG00000013217 1 1
ENSAMXG00000013219 1 1
ENSAMXG00000013221 1 1
ENSAMXG00000013222 1 1
ENSAMXG00000013224 1 0
ENSAMXG00000013226 1 1
ENSAMXG00000013229 1 1
ENSAMXG00000013230 1 1
ENSAMXG00000013231 0 0
ENSAMXG00000013232 1 1
ENSAMXG00000013233 1 1
ENSAMXG00000013235 1 1
ENSAMXG00000013238 1 1
ENSAMXG00000013239 1 1
ENSAMXG00000013240 1 1
ENSAMXG00000013241 1 1
ENSAMXG00000013243 0 1
ENSAMXG00000013244 1 1
ENSAMXG00000013245 1 1
ENSAMXG00000013249 1 1
ENSAMXG00000013250 1 0
ENSAMXG00000013251 1 0
ENSAMXG00000013252 1 0
ENSAMXG00000013253 1 1
ENSAMXG00000013254 1 0
ENSAMXG00000013255 1 0
ENSAMXG00000013256 1 0
ENSAMXG00000013257 1 1
ENSAMXG00000013260 1 0
ENSAMXG00000013261 1 1
ENSAMXG00000013262 1 1
ENSAMXG00000013264 1 0
ENSAMXG00000013268 1 1
ENSAMXG00000013269 1 1
ENSAMXG00000013271 1 1
ENSAMXG00000013272 1 1
ENSAMXG00000013273 0 0
ENSAMXG00000013274 1 1
ENSAMXG00000013275 1 0
ENSAMXG00000013275 1 1
ENSAMXG00000013276 1 1
ENSAMXG00000013278 1 0
ENSAMXG00000013279 1 1
ENSAMXG00000013281 1 1
ENSAMXG00000013283 1 1
ENSAMXG00000013287 1 1
ENSAMXG00000013289 1 1
ENSAMXG00000013290 1 0
ENSAMXG00000013291 1 1
ENSAMXG00000013292 1 1
ENSAMXG00000013294 1 1
ENSAMXG00000013295 1 1
ENSAMXG00000013297 1 1
ENSAMXG00000013300 1 1
ENSAMXG00000013301 1 1
ENSAMXG00000013304 1 1
ENSAMXG00000013305 1 0
ENSAMXG00000013305 1 1
ENSAMXG00000013306 1 1
ENSAMXG00000013308 1 0
ENSAMXG00000013308 1 1
ENSAMXG00000013309 1 1
ENSAMXG00000013311 1 1
ENSAMXG00000013312 1 1
ENSAMXG00000013315 0 1
ENSAMXG00000013315 1 1
