gene_id,exon_number
ENSAMXG00000002320,3
ENSAMXG00000002321,4
ENSAMXG00000002322,12
ENSAMXG00000002323,2
ENSAMXG00000002324,2
ENSAMXG00000002325,9
ENSAMXG00000002326,7
ENSAMXG00000002327,2
ENSAMXG00000002328,8
ENSAMXG00000002329,12
ENSAMXG00000002330,14
ENSAMXG00000002331,2
ENSAMXG00000002332,13
ENSAMXG00000002333,3
ENSAMXG00000002334,3
ENSAMXG00000002335,4
ENSAMXG00000002336,18
ENSAMXG00000002337,4
ENSAMXG00000002338,3
ENSAMXG00000002339,5
ENSAMXG00000002340,5
ENSAMXG00000002341,14
ENSAMXG00000002342,25
ENSAMXG00000002343,34
ENSAMXG00000002344,2
ENSAMXG00000002345,22
ENSAMXG00000002346,5
ENSAMXG00000002347,2
ENSAMXG00000002348,2
ENSAMXG00000002349,22
ENSAMXG00000002350,2
ENSAMXG00000002351,2
ENSAMXG00000002352,5
ENSAMXG00000002353,7
ENSAMXG00000002354,9
ENSAMXG00000002355,8
ENSAMXG00000002356,6
ENSAMXG00000002357,4
ENSAMXG00000002358,10
ENSAMXG00000002359,15
ENSAMXG00000002360,3
ENSAMXG00000002361,17
ENSAMXG00000002362,5
ENSAMXG00000002363,17
ENSAMXG00000002364,14
ENSAMXG00000002365,7
ENSAMXG00000002366,25
ENSAMXG00000002367,7
ENSAMXG00000002368,12
ENSAMXG00000002369,6
ENSAMXG00000002370,9
ENSAMXG00000002371,15
ENSAMXG00000002372,8
ENSAMXG00000002373,10
ENSAMXG00000002374,5
ENSAMXG00000002375,4
ENSAMXG00000002376,6
ENSAMXG00000002377,6
ENSAMXG00000002378,4
ENSAMXG00000002379,8
ENSAMXG00000002380,3
ENSAMXG00000002381,11
ENSAMXG00000002382,45
ENSAMXG00000002383,3
ENSAMXG00000002384,12
ENSAMXG00000002385,9
ENSAMXG00000002386,9
ENSAMXG00000002387,2
ENSAMXG00000002388,2
ENSAMXG00000002389,3
ENSAMXG00000002390,12
ENSAMXG00000002391,8
ENSAMXG00000002392,6
ENSAMXG00000002393,24
ENSAMXG00000002394,15
ENSAMXG00000002395,4
ENSAMXG00000002396,8
ENSAMXG00000002397,3
ENSAMXG00000002398,3
ENSAMXG00000002399,14
ENSAMXG00000002400,23
ENSAMXG00000002401,46
ENSAMXG00000002402,4
ENSAMXG00000002403,14
ENSAMXG00000002404,14
ENSAMXG00000002405,5
ENSAMXG00000002406,7
ENSAMXG00000002407,18
ENSAMXG00000002408,5
ENSAMXG00000002409,5
ENSAMXG00000002410,25
ENSAMXG00000002411,5
ENSAMXG00000002412,20
ENSAMXG00000002413,22
ENSAMXG00000002414,17
ENSAMXG00000002415,7
ENSAMXG00000002416,5
ENSAMXG00000002417,9
ENSAMXG00000002418,2
ENSAMXG00000002419,14
ENSAMXG00000002420,32
ENSAMXG00000002421,14
ENSAMXG00000002422,11
ENSAMXG00000002423,4
ENSAMXG00000002424,15
ENSAMXG00000002425,2
ENSAMXG00000002426,3
ENSAMXG00000002427,9
ENSAMXG00000002428,8
ENSAMXG00000002429,6
ENSAMXG00000002430,7
ENSAMXG00000002431,14
ENSAMXG00000002432,9
ENSAMXG00000002433,2
ENSAMXG00000002434,5
ENSAMXG00000002435,15
ENSAMXG00000002436,3
ENSAMXG00000002437,4
ENSAMXG00000002438,30
ENSAMXG00000002439,19
ENSAMXG00000002440,3
ENSAMXG00000002441,7
ENSAMXG00000002442,5
ENSAMXG00000002443,2
ENSAMXG00000002444,29
ENSAMXG00000002445,2
ENSAMXG00000002446,19
ENSAMXG00000002447,4
ENSAMXG00000002448,4
ENSAMXG00000002449,17
ENSAMXG00000002450,10
ENSAMXG00000002451,55
ENSAMXG00000002452,5
ENSAMXG00000002453,2
ENSAMXG00000002454,9
ENSAMXG00000002455,13
ENSAMXG00000002456,33
ENSAMXG00000002457,3
ENSAMXG00000002458,12
ENSAMXG00000002459,18
ENSAMXG00000002460,6
ENSAMXG00000002461,12
ENSAMXG00000002462,4
ENSAMXG00000002463,3
ENSAMXG00000002464,4
ENSAMXG00000002465,11
ENSAMXG00000002466,3
ENSAMXG00000002467,2
ENSAMXG00000002468,3
ENSAMXG00000002469,10
ENSAMXG00000002470,11
ENSAMXG00000002471,3
ENSAMXG00000002472,4
ENSAMXG00000002473,22
ENSAMXG00000002474,14
ENSAMXG00000002475,3
ENSAMXG00000002476,4
ENSAMXG00000002477,16
ENSAMXG00000002478,3
ENSAMXG00000002479,11
ENSAMXG00000002480,7
ENSAMXG00000002481,13
ENSAMXG00000002482,8
ENSAMXG00000002483,11
ENSAMXG00000002484,4
ENSAMXG00000002485,5
ENSAMXG00000002486,6
ENSAMXG00000002487,8
ENSAMXG00000002488,4
ENSAMXG00000002489,3
ENSAMXG00000002490,15
ENSAMXG00000002491,11
ENSAMXG00000002492,6
ENSAMXG00000002493,25
ENSAMXG00000002494,5
ENSAMXG00000002495,4
ENSAMXG00000002496,27
ENSAMXG00000002497,4
ENSAMXG00000002498,2
ENSAMXG00000002499,20
ENSAMXG00000002500,24
ENSAMXG00000002501,31
ENSAMXG00000002502,7
ENSAMXG00000002503,21
ENSAMXG00000002504,14
ENSAMXG00000002505,4
ENSAMXG00000002506,6
ENSAMXG00000002507,11
ENSAMXG00000002508,38
ENSAMXG00000002509,12
ENSAMXG00000002510,7
ENSAMXG00000002511,64
ENSAMXG00000002512,3
ENSAMXG00000002513,21
ENSAMXG00000002514,5
ENSAMXG00000002515,5
ENSAMXG00000002516,15
ENSAMXG00000002517,4
ENSAMXG00000002518,14
ENSAMXG00000002519,6
ENSAMXG00000002520,5
ENSAMXG00000002521,10
ENSAMXG00000002522,2
ENSAMXG00000002523,12
ENSAMXG00000002524,33
ENSAMXG00000002525,6
ENSAMXG00000002526,2
ENSAMXG00000002527,24
ENSAMXG00000002528,9
ENSAMXG00000002529,15
ENSAMXG00000002530,14
ENSAMXG00000002531,21
ENSAMXG00000002532,10
ENSAMXG00000002533,12
ENSAMXG00000002534,13
ENSAMXG00000002535,2
ENSAMXG00000002536,3
ENSAMXG00000002537,4
ENSAMXG00000002538,11
ENSAMXG00000002539,17
ENSAMXG00000002540,16
ENSAMXG00000002541,6
ENSAMXG00000002542,8
ENSAMXG00000002543,3
ENSAMXG00000002544,8
ENSAMXG00000002545,12
ENSAMXG00000002546,4
ENSAMXG00000002547,26
ENSAMXG00000002548,5
ENSAMXG00000002549,13
ENSAMXG00000002550,7
ENSAMXG00000002551,6
ENSAMXG00000002552,3
ENSAMXG00000002553,3
ENSAMXG00000002554,29
ENSAMXG00000002555,12
ENSAMXG00000002556,4
ENSAMXG00000002557,31
ENSAMXG00000002558,12
ENSAMXG00000002559,12
ENSAMXG00000002560,9
ENSAMXG00000002561,3
ENSAMXG00000002562,5
ENSAMXG00000002563,7
ENSAMXG00000002564,3
ENSAMXG00000002565,8
ENSAMXG00000002566,2
ENSAMXG00000002567,7
ENSAMXG00000002568,3
ENSAMXG00000002569,20
ENSAMXG00000002570,13
ENSAMXG00000002571,5
ENSAMXG00000002572,3
ENSAMXG00000002573,28
ENSAMXG00000002574,6
ENSAMXG00000002575,12
ENSAMXG00000002576,2
ENSAMXG00000002577,48
ENSAMXG00000002578,5
ENSAMXG00000002579,5
ENSAMXG00000002580,10
ENSAMXG00000002581,30
ENSAMXG00000002582,12
ENSAMXG00000002583,6
ENSAMXG00000002584,8
ENSAMXG00000002585,11
ENSAMXG00000002586,7
ENSAMXG00000002587,32
ENSAMXG00000002588,5
ENSAMXG00000002589,17
ENSAMXG00000002590,14
ENSAMXG00000002591,6
ENSAMXG00000002592,6
ENSAMXG00000002593,23
ENSAMXG00000002594,3
ENSAMXG00000002595,17
ENSAMXG00000002596,6
ENSAMXG00000002597,4
ENSAMXG00000002598,4
ENSAMXG00000002599,7
ENSAMXG00000002600,9
ENSAMXG00000002601,4
ENSAMXG00000002602,14
ENSAMXG00000002603,9
ENSAMXG00000002604,10
ENSAMXG00000002605,19
ENSAMXG00000002606,2
ENSAMXG00000002607,4
ENSAMXG00000002608,11
ENSAMXG00000002609,15
ENSAMXG00000002610,10
ENSAMXG00000002611,3
ENSAMXG00000002612,6
ENSAMXG00000002613,4
ENSAMXG00000002614,13
ENSAMXG00000002615,2
ENSAMXG00000002616,15
ENSAMXG00000002617,6
ENSAMXG00000002618,2
ENSAMXG00000002619,5
ENSAMXG00000002620,5
ENSAMXG00000002621,18
ENSAMXG00000002622,11
ENSAMXG00000002623,8
ENSAMXG00000002624,3
ENSAMXG00000002625,6
ENSAMXG00000002626,7
ENSAMXG00000002627,3
ENSAMXG00000002628,14
ENSAMXG00000002629,21
ENSAMXG00000002630,2
ENSAMXG00000002631,2
ENSAMXG00000002632,2
ENSAMXG00000002633,2
ENSAMXG00000002634,4
ENSAMXG00000002635,6
ENSAMXG00000002636,2
ENSAMXG00000002637,2
ENSAMXG00000002638,3
ENSAMXG00000002639,8
ENSAMXG00000002640,24
ENSAMXG00000002641,11
ENSAMXG00000002642,12
ENSAMXG00000002643,11
ENSAMXG00000002644,10
ENSAMXG00000002645,2
ENSAMXG00000002646,3
ENSAMXG00000002647,4
ENSAMXG00000002648,11
ENSAMXG00000002649,11
ENSAMXG00000002650,4
ENSAMXG00000002651,3
ENSAMXG00000002652,9
ENSAMXG00000002653,13
ENSAMXG00000002654,13
ENSAMXG00000002655,3
ENSAMXG00000002656,23
ENSAMXG00000002657,3
ENSAMXG00000002658,15
ENSAMXG00000002659,3
ENSAMXG00000002660,3
ENSAMXG00000002661,5
ENSAMXG00000002662,11
ENSAMXG00000002663,12
ENSAMXG00000002664,5
ENSAMXG00000002665,5
ENSAMXG00000002666,4
ENSAMXG00000002667,9
ENSAMXG00000002668,5
ENSAMXG00000002669,3
ENSAMXG00000002670,6
ENSAMXG00000002671,3
ENSAMXG00000002672,20
ENSAMXG00000002673,2
ENSAMXG00000002674,43
ENSAMXG00000002675,6
ENSAMXG00000002676,8
ENSAMXG00000002677,8
ENSAMXG00000002678,11
ENSAMXG00000002679,2
ENSAMXG00000002680,19
ENSAMXG00000002681,2
ENSAMXG00000002682,10
ENSAMXG00000002683,2
ENSAMXG00000002684,9
ENSAMXG00000002685,18
ENSAMXG00000002686,4
ENSAMXG00000002687,21
ENSAMXG00000002688,10
ENSAMXG00000002689,4
ENSAMXG00000002690,2
ENSAMXG00000002691,6
ENSAMXG00000002692,2
ENSAMXG00000002693,3
ENSAMXG00000002694,9
ENSAMXG00000002695,13
ENSAMXG00000002696,7
ENSAMXG00000002697,9
ENSAMXG00000002698,3
ENSAMXG00000002699,4
ENSAMXG00000002700,3
ENSAMXG00000002701,7
ENSAMXG00000002702,5
ENSAMXG00000002703,4
ENSAMXG00000002704,18
ENSAMXG00000002705,37
ENSAMXG00000002706,9
ENSAMXG00000002707,6
ENSAMXG00000002708,8
ENSAMXG00000002709,2
ENSAMXG00000002710,9
ENSAMXG00000002711,11
ENSAMXG00000002712,7
ENSAMXG00000002713,18
ENSAMXG00000002714,5
ENSAMXG00000002715,16
ENSAMXG00000002716,9
ENSAMXG00000002717,8
ENSAMXG00000002718,4
ENSAMXG00000002719,2
ENSAMXG00000002720,2
ENSAMXG00000002721,2
ENSAMXG00000002722,2
ENSAMXG00000002723,4
ENSAMXG00000002724,2
ENSAMXG00000002725,19
ENSAMXG00000002726,4
ENSAMXG00000002727,14
ENSAMXG00000002728,8
ENSAMXG00000002729,17
ENSAMXG00000002730,26
ENSAMXG00000002731,6
ENSAMXG00000002732,6
ENSAMXG00000002733,8
ENSAMXG00000002734,22
ENSAMXG00000002735,18
ENSAMXG00000002736,15
ENSAMXG00000002737,16
ENSAMXG00000002738,17
ENSAMXG00000002739,6
ENSAMXG00000002740,9
ENSAMXG00000002741,3
ENSAMXG00000002742,3
ENSAMXG00000002743,5
ENSAMXG00000002744,14
ENSAMXG00000002745,22
ENSAMXG00000002746,17
ENSAMXG00000002747,3
ENSAMXG00000002748,15
ENSAMXG00000002749,6
ENSAMXG00000002750,5
ENSAMXG00000002751,27
ENSAMXG00000002752,6
ENSAMXG00000002753,12
ENSAMXG00000002754,33
ENSAMXG00000002755,2
ENSAMXG00000002756,12
ENSAMXG00000002757,2
ENSAMXG00000002758,3
ENSAMXG00000002759,5
ENSAMXG00000002760,12
ENSAMXG00000002761,16
ENSAMXG00000002762,14
ENSAMXG00000002763,4
ENSAMXG00000002764,7
ENSAMXG00000002765,7
ENSAMXG00000002766,2
ENSAMXG00000002767,2
ENSAMXG00000002768,11
ENSAMXG00000002769,7
ENSAMXG00000002770,5
ENSAMXG00000002771,3
ENSAMXG00000002772,6
ENSAMXG00000002773,3
ENSAMXG00000002774,2
ENSAMXG00000002775,3
ENSAMXG00000002776,6
ENSAMXG00000002777,9
ENSAMXG00000002778,4
ENSAMXG00000002779,8
ENSAMXG00000002780,3
ENSAMXG00000002781,14
ENSAMXG00000002782,5
ENSAMXG00000002783,4
ENSAMXG00000002784,14
ENSAMXG00000002785,9
ENSAMXG00000002786,4
ENSAMXG00000002787,12
ENSAMXG00000002788,2
ENSAMXG00000002789,6
ENSAMXG00000002790,3
ENSAMXG00000002791,2
ENSAMXG00000002792,3
ENSAMXG00000002793,8
ENSAMXG00000002794,3
ENSAMXG00000002795,3
ENSAMXG00000002796,12
ENSAMXG00000002797,2
ENSAMXG00000002798,28
ENSAMXG00000002799,11
ENSAMXG00000002800,3
ENSAMXG00000002801,3
ENSAMXG00000002802,3
ENSAMXG00000002803,6
ENSAMXG00000002804,9
ENSAMXG00000002805,6
ENSAMXG00000002806,9
ENSAMXG00000002807,8
ENSAMXG00000002808,12
ENSAMXG00000002809,5
ENSAMXG00000002810,5
ENSAMXG00000002811,6
ENSAMXG00000002812,5
ENSAMXG00000002813,23
ENSAMXG00000002814,5
ENSAMXG00000002815,4
ENSAMXG00000002816,27
ENSAMXG00000002817,33
ENSAMXG00000002818,11
ENSAMXG00000002819,3
ENSAMXG00000002820,10
ENSAMXG00000002821,10
ENSAMXG00000002822,13
ENSAMXG00000002823,9
ENSAMXG00000002824,2
ENSAMXG00000002825,7
ENSAMXG00000002826,8
ENSAMXG00000002827,8
ENSAMXG00000002828,21
ENSAMXG00000002829,9
ENSAMXG00000002830,12
ENSAMXG00000002831,7
ENSAMXG00000002832,4
ENSAMXG00000002833,10
ENSAMXG00000002834,13
ENSAMXG00000002835,3
ENSAMXG00000002836,3
ENSAMXG00000002837,12
ENSAMXG00000002838,7
ENSAMXG00000002839,6
ENSAMXG00000002840,11
ENSAMXG00000002841,2
ENSAMXG00000002842,3
ENSAMXG00000002843,6
ENSAMXG00000002844,8
ENSAMXG00000002845,5
ENSAMXG00000002846,10
ENSAMXG00000002847,23
ENSAMXG00000002848,7
ENSAMXG00000002849,3
ENSAMXG00000002850,9
ENSAMXG00000002851,8
ENSAMXG00000002852,4
ENSAMXG00000002853,8
ENSAMXG00000002854,8
ENSAMXG00000002855,12
ENSAMXG00000002856,10
ENSAMXG00000002857,5
ENSAMXG00000002858,6
ENSAMXG00000002859,4
ENSAMXG00000002860,8
ENSAMXG00000002861,43
ENSAMXG00000002862,32
ENSAMXG00000002863,6
ENSAMXG00000002864,38
ENSAMXG00000002865,10
ENSAMXG00000002866,20
ENSAMXG00000002867,2
ENSAMXG00000002868,15
ENSAMXG00000002869,7
ENSAMXG00000002870,13
ENSAMXG00000002871,10
ENSAMXG00000002872,19
ENSAMXG00000002873,10
ENSAMXG00000002874,17
ENSAMXG00000002875,29
ENSAMXG00000002876,4
ENSAMXG00000002877,22
ENSAMXG00000002878,91
ENSAMXG00000002879,6
ENSAMXG00000002880,9
ENSAMXG00000002881,9
ENSAMXG00000002882,22
ENSAMXG00000002883,21
ENSAMXG00000002884,3
ENSAMXG00000002885,19
ENSAMXG00000002886,24
ENSAMXG00000002887,6
ENSAMXG00000002888,8
ENSAMXG00000002889,4
ENSAMXG00000002890,5
ENSAMXG00000002891,13
ENSAMXG00000002892,53
ENSAMXG00000002893,12
ENSAMXG00000002894,9
ENSAMXG00000002895,4
ENSAMXG00000002896,12
ENSAMXG00000002897,20
ENSAMXG00000002898,6
ENSAMXG00000002899,7
ENSAMXG00000002900,49
ENSAMXG00000002901,3
ENSAMXG00000002902,5
ENSAMXG00000002903,4
ENSAMXG00000002904,4
ENSAMXG00000002905,6
ENSAMXG00000002906,71
ENSAMXG00000002907,5
ENSAMXG00000002908,5
ENSAMXG00000002909,3
ENSAMXG00000002910,7
ENSAMXG00000002911,28
ENSAMXG00000002912,6
ENSAMXG00000002913,85
ENSAMXG00000002914,14
ENSAMXG00000002915,14
ENSAMXG00000002916,5
ENSAMXG00000002917,17
ENSAMXG00000002918,14
ENSAMXG00000002919,17
ENSAMXG00000002920,5
ENSAMXG00000002921,3
ENSAMXG00000002922,5
ENSAMXG00000002923,5
ENSAMXG00000002924,5
ENSAMXG00000002925,15
ENSAMXG00000002926,12
ENSAMXG00000002927,2
ENSAMXG00000002928,2
ENSAMXG00000002929,12
ENSAMXG00000002930,23
ENSAMXG00000002931,10
ENSAMXG00000002932,3
ENSAMXG00000002933,30
ENSAMXG00000002934,20
ENSAMXG00000002935,11
ENSAMXG00000002936,107
ENSAMXG00000002937,16
ENSAMXG00000002938,16
ENSAMXG00000002939,4
ENSAMXG00000002940,18
ENSAMXG00000002941,9
ENSAMXG00000002942,10
ENSAMXG00000002943,31
ENSAMXG00000002944,2
ENSAMXG00000002945,3
ENSAMXG00000002946,13
ENSAMXG00000002947,6
ENSAMXG00000002948,8
ENSAMXG00000002949,3
ENSAMXG00000002950,38
ENSAMXG00000002951,2
ENSAMXG00000002952,9
ENSAMXG00000002953,23
ENSAMXG00000002954,14
ENSAMXG00000002955,3
ENSAMXG00000002956,17
ENSAMXG00000002957,9
ENSAMXG00000002958,25
ENSAMXG00000002959,22
ENSAMXG00000002960,103
ENSAMXG00000002961,10
ENSAMXG00000002962,16
ENSAMXG00000002963,6
ENSAMXG00000002964,6
ENSAMXG00000002965,3
ENSAMXG00000002966,3
ENSAMXG00000002967,2
ENSAMXG00000002968,5
ENSAMXG00000002969,4
ENSAMXG00000002970,6
ENSAMXG00000002971,7
ENSAMXG00000002972,4
ENSAMXG00000002973,6
ENSAMXG00000002974,15
ENSAMXG00000002975,13
ENSAMXG00000002976,11
ENSAMXG00000002977,4
ENSAMXG00000002978,6
ENSAMXG00000002979,7
ENSAMXG00000002980,4
ENSAMXG00000002981,10
ENSAMXG00000002982,4
ENSAMXG00000002983,3
ENSAMXG00000002984,9
ENSAMXG00000002985,8
ENSAMXG00000002986,5
ENSAMXG00000002987,12
ENSAMXG00000002988,11
ENSAMXG00000002989,5
ENSAMXG00000002990,7
ENSAMXG00000002991,13
ENSAMXG00000002992,5
ENSAMXG00000002993,2
ENSAMXG00000002994,6
ENSAMXG00000002995,2
ENSAMXG00000002996,8
ENSAMXG00000002997,26
ENSAMXG00000002998,12
ENSAMXG00000002999,12
ENSAMXG00000003000,11
ENSAMXG00000003001,32
ENSAMXG00000003002,2
ENSAMXG00000003003,4
ENSAMXG00000003004,13
ENSAMXG00000003005,3
ENSAMXG00000003006,11
ENSAMXG00000003007,7
ENSAMXG00000003008,2
ENSAMXG00000003009,3
ENSAMXG00000003010,8
ENSAMXG00000003011,11
ENSAMXG00000003012,3
ENSAMXG00000003013,4
ENSAMXG00000003014,9
ENSAMXG00000003015,6
ENSAMXG00000003016,3
ENSAMXG00000003017,10
ENSAMXG00000003018,9
ENSAMXG00000003019,5
ENSAMXG00000003020,9
ENSAMXG00000003021,26
ENSAMXG00000003022,2
ENSAMXG00000003023,3
ENSAMXG00000003024,6
ENSAMXG00000003025,12
ENSAMXG00000003026,5
ENSAMXG00000003027,9
ENSAMXG00000003028,21
ENSAMXG00000003029,32
ENSAMXG00000003030,3
ENSAMXG00000003031,27
ENSAMXG00000003032,4
ENSAMXG00000003033,5
ENSAMXG00000003034,21
ENSAMXG00000003035,3
ENSAMXG00000003036,5
ENSAMXG00000003037,16
ENSAMXG00000003038,4
ENSAMXG00000003039,6
ENSAMXG00000003040,7
ENSAMXG00000003041,16
ENSAMXG00000003042,19
ENSAMXG00000003043,10
ENSAMXG00000003044,16
ENSAMXG00000003045,5
ENSAMXG00000003046,4
ENSAMXG00000003047,25
ENSAMXG00000003048,21
ENSAMXG00000003049,4
ENSAMXG00000003050,11
ENSAMXG00000003051,7
ENSAMXG00000003052,20
ENSAMXG00000003053,7
ENSAMXG00000003054,9
ENSAMXG00000003055,9
ENSAMXG00000003056,30
ENSAMXG00000003057,17
ENSAMXG00000003058,5
ENSAMXG00000003059,11
ENSAMXG00000003060,6
ENSAMXG00000003061,8
ENSAMXG00000003062,16
ENSAMXG00000003063,20
ENSAMXG00000003064,83
ENSAMXG00000003065,9
ENSAMXG00000003066,2
ENSAMXG00000003067,3
ENSAMXG00000003068,3
ENSAMXG00000003069,25
ENSAMXG00000003070,7
ENSAMXG00000003071,13
ENSAMXG00000003072,7
ENSAMXG00000003073,15
ENSAMXG00000003074,21
ENSAMXG00000003075,11
ENSAMXG00000003076,13
ENSAMXG00000003077,4
ENSAMXG00000003078,10
ENSAMXG00000003079,20
ENSAMXG00000003080,3
ENSAMXG00000003081,24
ENSAMXG00000003082,10
ENSAMXG00000003083,17
ENSAMXG00000003084,10
ENSAMXG00000003085,31
ENSAMXG00000003086,25
ENSAMXG00000003087,7
ENSAMXG00000003088,4
ENSAMXG00000003089,12
ENSAMXG00000003090,14
ENSAMXG00000003091,27
ENSAMXG00000003092,12
ENSAMXG00000003093,18
ENSAMXG00000003094,14
ENSAMXG00000003095,4
ENSAMXG00000003096,6
ENSAMXG00000003097,11
ENSAMXG00000003098,28
ENSAMXG00000003099,5
ENSAMXG00000003100,5
ENSAMXG00000003101,6
ENSAMXG00000003102,10
ENSAMXG00000003103,2
ENSAMXG00000003104,3
ENSAMXG00000003105,6
ENSAMXG00000003106,3
ENSAMXG00000003107,5
ENSAMXG00000003108,19
ENSAMXG00000003109,9
ENSAMXG00000003110,28
ENSAMXG00000003111,3
ENSAMXG00000003112,6
ENSAMXG00000003113,2
ENSAMXG00000003114,2
ENSAMXG00000003115,4
ENSAMXG00000003116,20
ENSAMXG00000003117,8
ENSAMXG00000003118,4
ENSAMXG00000003119,9
ENSAMXG00000003120,4
ENSAMXG00000003121,2
ENSAMXG00000003122,2
ENSAMXG00000003123,13
ENSAMXG00000003124,4
ENSAMXG00000003125,13
ENSAMXG00000003126,13
ENSAMXG00000003127,18
ENSAMXG00000003128,3
ENSAMXG00000003129,5
ENSAMXG00000003130,6
ENSAMXG00000003131,7
ENSAMXG00000003132,43
ENSAMXG00000003133,4
ENSAMXG00000003134,19
ENSAMXG00000003135,11
ENSAMXG00000003136,8
ENSAMXG00000003137,5
ENSAMXG00000003138,12
ENSAMXG00000003139,5
ENSAMXG00000003140,15
ENSAMXG00000003141,16
ENSAMXG00000003142,5
ENSAMXG00000003143,4
ENSAMXG00000003144,5
ENSAMXG00000003145,4
ENSAMXG00000003146,23
ENSAMXG00000003147,10
ENSAMXG00000003148,17
ENSAMXG00000003149,7
ENSAMXG00000003150,8
ENSAMXG00000003151,14
ENSAMXG00000003152,15
ENSAMXG00000003153,13
ENSAMXG00000003154,30
ENSAMXG00000003155,5
ENSAMXG00000003156,17
ENSAMXG00000003157,11
ENSAMXG00000003158,7
ENSAMXG00000003159,2
ENSAMXG00000003160,19
ENSAMXG00000003161,10
ENSAMXG00000003162,7
ENSAMXG00000003163,19
ENSAMXG00000003164,31
ENSAMXG00000003165,11
ENSAMXG00000003166,6
ENSAMXG00000003167,5
ENSAMXG00000003168,3
ENSAMXG00000003169,18
ENSAMXG00000003170,3
ENSAMXG00000003171,5
ENSAMXG00000003172,5
ENSAMXG00000003173,31
ENSAMXG00000003174,6
ENSAMXG00000003175,22
ENSAMXG00000003176,7
ENSAMXG00000003177,14
ENSAMXG00000003178,5
ENSAMXG00000003179,4
ENSAMXG00000003180,10
ENSAMXG00000003181,2
ENSAMXG00000003182,34
ENSAMXG00000003183,3
ENSAMXG00000003184,4
ENSAMXG00000003185,20
ENSAMXG00000003186,8
ENSAMXG00000003187,10
ENSAMXG00000003188,4
ENSAMXG00000003189,2
ENSAMXG00000003190,18
ENSAMXG00000003191,5
ENSAMXG00000003192,17
ENSAMXG00000003193,4
ENSAMXG00000003194,5
ENSAMXG00000003195,7
ENSAMXG00000003196,2
ENSAMXG00000003197,13
ENSAMXG00000003198,33
ENSAMXG00000003199,12
ENSAMXG00000003200,7
ENSAMXG00000003201,5
ENSAMXG00000003202,9
ENSAMXG00000003203,11
ENSAMXG00000003204,18
ENSAMXG00000003205,2
ENSAMXG00000003206,14
ENSAMXG00000003207,10
ENSAMXG00000003208,5
ENSAMXG00000003209,6
ENSAMXG00000003210,6
ENSAMXG00000003211,37
ENSAMXG00000003212,4
ENSAMXG00000003213,17
ENSAMXG00000003214,8
ENSAMXG00000003215,21
ENSAMXG00000003216,3
ENSAMXG00000003217,3
ENSAMXG00000003218,22
ENSAMXG00000003219,39
ENSAMXG00000003220,6
ENSAMXG00000003221,5
ENSAMXG00000003222,26
ENSAMXG00000003223,2
ENSAMXG00000003224,9
ENSAMXG00000003225,6
ENSAMXG00000003226,5
ENSAMXG00000003227,7
ENSAMXG00000003228,7
ENSAMXG00000003229,11
ENSAMXG00000003230,14
ENSAMXG00000003231,14
ENSAMXG00000003232,12
ENSAMXG00000003233,8
ENSAMXG00000003234,2
ENSAMXG00000003235,9
ENSAMXG00000003236,13
ENSAMXG00000003237,5
ENSAMXG00000003238,5
ENSAMXG00000003239,7
ENSAMXG00000003240,14
ENSAMXG00000003241,3
ENSAMXG00000003242,2
ENSAMXG00000003243,2
ENSAMXG00000003244,3
ENSAMXG00000003245,22
ENSAMXG00000003246,2
ENSAMXG00000003247,5
ENSAMXG00000003248,7
ENSAMXG00000003249,25
ENSAMXG00000003250,9
ENSAMXG00000003251,4
ENSAMXG00000003252,7
ENSAMXG00000003253,23
ENSAMXG00000003254,8
ENSAMXG00000003255,3
ENSAMXG00000003256,10
ENSAMXG00000003257,4
ENSAMXG00000003258,4
ENSAMXG00000003259,13
ENSAMXG00000003260,8
ENSAMXG00000003261,7
ENSAMXG00000003262,2
ENSAMXG00000003263,33
ENSAMXG00000003264,29
ENSAMXG00000003265,11
ENSAMXG00000003266,2
ENSAMXG00000003267,23
ENSAMXG00000003268,21
ENSAMXG00000003269,5
ENSAMXG00000003270,3
ENSAMXG00000003271,2
ENSAMXG00000003272,11
ENSAMXG00000003273,3
ENSAMXG00000003274,4
ENSAMXG00000003275,4
ENSAMXG00000003276,3
ENSAMXG00000003277,20
ENSAMXG00000003278,25
ENSAMXG00000003279,10
ENSAMXG00000003280,2
ENSAMXG00000003281,14
ENSAMXG00000003282,3
ENSAMXG00000003283,3
ENSAMXG00000003284,4
ENSAMXG00000003285,5
ENSAMXG00000003286,7
ENSAMXG00000003287,8
ENSAMXG00000003288,7
ENSAMXG00000003289,24
ENSAMXG00000003290,21
ENSAMXG00000003291,10
ENSAMXG00000003292,6
ENSAMXG00000003293,17
ENSAMXG00000003294,4
ENSAMXG00000003295,3
ENSAMXG00000003296,9
ENSAMXG00000003297,11
ENSAMXG00000003298,7
ENSAMXG00000003299,11
ENSAMXG00000003300,5
ENSAMXG00000003301,5
ENSAMXG00000003302,20
ENSAMXG00000003303,7
ENSAMXG00000003304,4
ENSAMXG00000003305,10
ENSAMXG00000003306,8
ENSAMXG00000003307,2
ENSAMXG00000003308,4
ENSAMXG00000003309,23
ENSAMXG00000003310,4
ENSAMXG00000003311,4
ENSAMXG00000003312,12
ENSAMXG00000003313,7
ENSAMXG00000003314,5
ENSAMXG00000003315,2
ENSAMXG00000003316,21
ENSAMXG00000003317,3
ENSAMXG00000003318,19
